smiles,fp,qed,tanimoto
CC(=O)N1CCC(CCC2C=C=CC3CCOC=C=C32)C2CCC=C=C21,"[0, 137, 296, 297, 340, 382, 437, 466, 503, 591, 604, 619, 641, 1145, 1147, 1591, 1633, 1644, 1919, 2261, 2264, 2694, 2948, 2974, 3024, 3077, 3162, 3178, 3189, 3223, 3368, 3454, 3573, 3595, 3639, 3658, 3691, 3701, 3703, 3705, 3728, 3732, 3739, 3740, 3743, 3749, 3750, 3751, 3756, 3762, 3772, 3781, 3787, 3881, 3883, 3891, 3925, 3955, 3999, 4079, 4292, 4293, 4294, 4330, 4768]",0.7021890547244827,0.36231884057971014
O=C1CCc2ccccc2N1CCCN1CCC2C3=CC=C(O)CC3CCCC21,"[0, 222, 296, 340, 343, 382, 443, 503, 604, 619, 1565, 1644, 2259, 2261, 2427, 2693, 2694, 2701, 2948, 2974, 3024, 3048, 3162, 3178, 3223, 3595, 3639, 3646, 3674, 3681, 3691, 3717, 3732, 3734, 3739, 3740, 3749, 3750, 3751, 3756, 3762, 3772, 3781, 3881, 3883, 3888, 3918, 3920, 3925, 3942, 3954, 3955, 3999, 4079, 4258, 4292, 4325, 4330]",0.8131643010156315,0.49206349206349204
CC1=C2NCCC3(NCCNc4ccncn4)CCC23C=C1,"[0, 231, 296, 330, 340, 425, 437, 604, 619, 676, 1144, 2261, 2419, 2427, 2701, 2974, 3024, 3156, 3162, 3223, 3414, 3417, 3590, 3639, 3646, 3674, 3705, 3732, 3736, 3739, 3740, 3743, 3749, 3750, 3751, 3756, 3772, 3774, 3781, 3785, 3787, 3881, 3883, 3891, 3914, 3920, 3925, 3941, 3954, 4014, 4079, 4266, 4267, 4268, 4293, 4330, 4751]",0.7239258749132079,0.36666666666666664
CC=NC=C1C=CC2=C(C)C(N3CCC(C=C4C=CC=CC5=C4N5)CC3)C12,"[0, 296, 297, 340, 466, 604, 619, 646, 668, 1591, 1641, 1644, 2261, 2419, 2435, 2546, 2854, 2974, 3162, 3178, 3195, 3223, 3284, 3395, 3417, 3454, 3589, 3639, 3660, 3673, 3691, 3692, 3728, 3732, 3739, 3740, 3743, 3749, 3750, 3751, 3756, 3762, 3772, 3781, 3814, 3881, 3883, 3900, 3919, 3921, 3925, 3942, 3954, 3999, 4066, 4079, 4293, 4294, 4330, 4590]",0.7591195961199233,0.28378378378378377
O=C(O)c1cccc2ccccc12,"[0, 296, 335, 340, 437, 604, 607, 1192, 1587, 1591, 1921, 2261, 2563, 2749, 2854, 2974, 2978, 3024, 3142, 3163, 3176, 3178, 3223, 3374, 3591, 3639, 3691, 3732, 3739, 3749, 3750, 3751, 3756, 3758, 3762, 3763, 3772, 3774, 3781, 3787, 3881, 3883, 3886, 3925, 3945, 3947, 3955, 3999, 4079, 4293, 4294, 4330, 4393, 4819]",0.7172080990038779,0.7692307692307693
CNC(=O)NCc1ccccc1C=CCN1CCN(c2cccc(F)c2)C2C=C21,"[296, 297, 340, 466, 604, 619, 668, 676, 1565, 1591, 1797, 2261, 2264, 2419, 2439, 2546, 2974, 3024, 3138, 3162, 3178, 3223, 3282, 3368, 3406, 3407, 3522, 3547, 3639, 3681, 3691, 3705, 3728, 3732, 3739, 3740, 3749, 3750, 3751, 3756, 3760, 3762, 3772, 3774, 3781, 3785, 3786, 3881, 3883, 3886, 3920, 3925, 3942, 3955, 3999, 4004, 4064, 4066, 4079, 4192, 4292, 4293, 4294, 4319, 4325, 4330, 4590]",0.7926385008793934,0.3835616438356164
CCNCCCC1c2ccccc2C1CCO,"[296, 340, 437, 465, 573, 604, 619, 646, 668, 1565, 2258, 2261, 2264, 2974, 3085, 3156, 3178, 3190, 3223, 3489, 3639, 3691, 3732, 3739, 3740, 3743, 3749, 3750, 3751, 3756, 3762, 3772, 3781, 3868, 3881, 3883, 3918, 3920, 3925, 3936, 3942, 3999, 4018, 4031, 4066, 4079, 4293, 4330, 4828]",0.7096080405288783,0.4444444444444444
COCC=CC=C1NCCN(CC(=O)Cc2cccc(Cl)c2Cl)C1[O-],"[66, 231, 296, 340, 437, 503, 505, 604, 619, 637, 668, 1149, 1591, 1605, 1620, 1633, 1732, 2261, 2974, 3024, 3162, 3178, 3223, 3294, 3335, 3384, 3605, 3639, 3659, 3681, 3691, 3709, 3728, 3732, 3739, 3740, 3749, 3750, 3751, 3756, 3762, 3772, 3781, 3820, 3881, 3883, 3891, 3896, 3918, 3925, 3942, 3945, 3955, 3999, 4066, 4079, 4236, 4330, 4530]",0.7767026298553804,0.4647887323943662
O=C1C=CC=C2CNCC3NC4CC4(C=Nc4ccccc4)CC3C2C1,"[0, 296, 340, 343, 345, 437, 466, 604, 609, 647, 668, 1157, 1192, 1262, 1404, 1587, 1936, 2124, 2261, 2427, 2546, 2563, 2710, 2949, 2974, 3024, 3077, 3150, 3223, 3401, 3639, 3646, 3659, 3660, 3691, 3728, 3732, 3739, 3749, 3750, 3751, 3756, 3762, 3772, 3780, 3781, 3881, 3883, 3888, 3918, 3920, 3925, 3941, 3942, 3946, 3947, 3999, 4003, 4018, 4079, 4236, 4330, 4451, 4750]",0.8091063665530381,0.29508196721311475
CCC1CC=CC2=C1CCC=C2C(=O)N1CCCOC1,"[1, 296, 297, 340, 382, 400, 434, 443, 604, 619, 639, 668, 1426, 2261, 2427, 2443, 2546, 2666, 2974, 3024, 3085, 3162, 3178, 3223, 3605, 3639, 3660, 3691, 3703, 3725, 3732, 3739, 3740, 3749, 3750, 3751, 3755, 3756, 3772, 3780, 3781, 3785, 3881, 3883, 3888, 3925, 3955, 3999, 4079, 4236, 4286, 4330, 4447]",0.77299070359356,0.3235294117647059
O=C1CC(=Cc2c#cccc2)c2cccc(c2NCC23CC2=CC=CN3)N1,"[166, 296, 340, 345, 437, 604, 619, 622, 676, 1192, 1563, 2260, 2261, 2264, 2427, 2694, 2710, 2948, 2974, 3024, 3162, 3178, 3223, 3639, 3647, 3706, 3708, 3732, 3739, 3740, 3749, 3750, 3751, 3756, 3762, 3772, 3781, 3785, 3787, 3868, 3881, 3883, 3914, 3920, 3925, 3927, 3942, 3955, 3999, 4003, 4079, 4236, 4267, 4286, 4293, 4328, 4330]",0.7842937855923496,0.3076923076923077
C=CC=CC=CC=C1C=CC1CCNC1=CC(=O)C1,"[33, 296, 340, 491, 604, 611, 652, 668, 676, 1192, 1262, 1563, 1565, 1591, 2012, 2261, 2427, 2780, 2974, 3080, 3156, 3162, 3178, 3223, 3605, 3639, 3658, 3691, 3717, 3725, 3728, 3734, 3739, 3740, 3749, 3750, 3751, 3756, 3762, 3772, 3781, 3785, 3787, 3868, 3881, 3883, 3918, 3920, 3925, 3942, 3999, 4018, 4079, 4293, 4330]",0.705712916987255,0.2708333333333333
O=C1NCCN(CCCc2ccccc2)C12CS2,"[0, 296, 297, 340, 343, 432, 604, 619, 646, 838, 1192, 1570, 1797, 2261, 2546, 2974, 3024, 3162, 3223, 3401, 3559, 3595, 3597, 3639, 3681, 3691, 3703, 3711, 3728, 3739, 3740, 3749, 3750, 3751, 3756, 3762, 3772, 3780, 3781, 3881, 3883, 3891, 3918, 3925, 3936, 3941, 3955, 3999, 4079, 4236, 4266, 4284, 4292, 4293, 4330]",0.8345815204335107,0.5813953488372093
CC1COCCC1CCNC(=O)CCCl,"[32, 213, 296, 340, 432, 434, 437, 475, 604, 646, 838, 1147, 1192, 1582, 2241, 2258, 2259, 2261, 2427, 2457, 2546, 2974, 3156, 3162, 3223, 3381, 3586, 3639, 3681, 3691, 3692, 3705, 3732, 3739, 3740, 3743, 3749, 3750, 3751, 3755, 3756, 3762, 3772, 3781, 3820, 3881, 3883, 3891, 3906, 3918, 3920, 3925, 3955, 4079, 4236, 4280, 4294, 4330, 4812]",0.7357880321043209,0.3953488372093023
O=C1CCCN1CCCN1NCCC2C3=CC=C=C=C3Oc3ccccc3C21,"[296, 340, 346, 395, 437, 443, 604, 609, 619, 639, 757, 1192, 1565, 1591, 1921, 2261, 2546, 2547, 2563, 2694, 2974, 3178, 3223, 3282, 3454, 3584, 3607, 3639, 3646, 3660, 3674, 3691, 3705, 3712, 3728, 3739, 3740, 3741, 3749, 3750, 3751, 3756, 3762, 3772, 3781, 3787, 3881, 3883, 3891, 3893, 3925, 3955, 4004, 4079, 4293, 4294, 4330]",0.8217546759613561,0.38461538461538464
CC12CN(c3ccccn3)CCN1CC(COC=O)c1cccc(Cl)c12,"[0, 296, 340, 343, 604, 676, 757, 1144, 1537, 1576, 1577, 1588, 1591, 1644, 2124, 2261, 2974, 3024, 3162, 3178, 3223, 3435, 3454, 3489, 3639, 3674, 3691, 3703, 3717, 3728, 3732, 3739, 3740, 3749, 3750, 3751, 3756, 3762, 3772, 3776, 3781, 3785, 3820, 3875, 3881, 3883, 3888, 3919, 3920, 3925, 3927, 3941, 3955, 3999, 4045, 4066, 4079, 4196, 4262, 4293, 4330, 4812, 4819]",0.7728802554694044,0.40625
O=c1[nH]c2ccccc2n1CCCN1CCC(CCC=C2C=C2)CC1,"[0, 66, 296, 340, 427, 437, 443, 604, 646, 1192, 1565, 2261, 2427, 2546, 2666, 2974, 3024, 3053, 3223, 3395, 3407, 3545, 3547, 3639, 3681, 3691, 3700, 3705, 3728, 3732, 3739, 3740, 3743, 3749, 3750, 3751, 3756, 3759, 3772, 3781, 3787, 3881, 3883, 3891, 3918, 3925, 3927, 3936, 3942, 3945, 3955, 3999, 4079, 4294, 4330, 4828]",0.8366527260079754,0.5740740740740741
