5ht7_percentage,KEYS,SMARTS
0.0,KLEK_1739,[!#1]c1[cH][cH]c([cH]c1[CH3])c2[cH][cH]c([!#1])c([CH3])[cH]2
0.0,KLEK_1859,[!#1]c1[cH][cH]c2c(=O)c([cH]oc2[cH]1)c3[cH][cH]c4O[CH2][CH2]Oc4[cH]3
0.0,KLEK_1858,[!#1]c1[cH][cH]c2c(=O)c([!#1])c([CH3])oc2[cH]1
0.0,KLEK_1740,[!#1]c1[cH][cH]c([cH]c1[N+](=O)[O-])[N+](=O)[O-]
0.0,KLEK_1725,[!#1]c1[cH][cH]c([cH][cH]1)S(=O)(=O)[OH]
0.0,KLEK_1724,[!#1]c1[cH][cH]c([cH][cH]1)S(=O)(=O)[NH2]
0.0,KLEK_1722,[!#1]c1[cH][cH]c([cH][cH]1)n2c(=O)c3[cH]c4c(=O)n(c5[cH][cH]c([!#1])[cH][cH]5)c(=O)c4[cH]c3c2=O
0.0,KLEK_1865,[!#1]c1[cH][cH]c2C(=O)N(C(=O)c2[cH]1)c3[cH][cH][cH]c4[cH][cH][cH][cH]c34
0.0,KLEK_1712,[!#1]c1[cH][cH]c([cH][cH]1)N2C(=O)[CH]3[CH]4[CH2][CH]([CH]=[CH]4)[CH]3C2=O
0.0,KLEK_2143,[!#1]c1n[nH]c([NH2])n1
0.0,KLEK_2144,[!#1]c1n[nH]c(=O)[nH]c1=O
0.0,KLEK_1868,[!#1]c1[cH][cH]c2n([!#1])c([CH3])c([CH3])c2[cH]1
0.0,KLEK_2175,[!#1]c1nc(=O)c([!#1])c([!#1])[nH]1
0.0,KLEK_1713,[!#1]c1[cH][cH]c([cH][cH]1)N2C(=O)[CH2][CH](N3[CH2][CH2][CH2][CH2][CH2]3)C2=O
0.0,KLEK_1867,[!#1]c1[cH][cH]c2-c3[cH][cH]c([!#1])[cH]c3S(=O)(=O)c2[cH]1
0.0,KLEK_1714,[!#1]c1[cH][cH]c([cH][cH]1)N2C(=O)[CH2][CH](N3[CH2][CH2][CH2][CH2]3)C2=O
0.0,KLEK_1715,[!#1]c1[cH][cH]c([cH][cH]1)N2C(=O)[CH2][CH](N3[CH2][CH2]N([CH2][CH2]3)[CH]4[CH2]C(=O)N(C4=O)c5[cH][cH]c([!#1])[cH][cH]5)C2=O
0.0,KLEK_1866,[!#1]c1[cH][cH]c2C(=O)OC(=O)c2[cH]1
0.0,KLEK_1716,[!#1]c1[cH][cH]c([cH][cH]1)N2C(=O)[CH2][CH](N3[CH2][CH2]N([CH2][CH2]3)c4n[cH][cH][cH]n4)C2=O
0.0,KLEK_2145,[!#1]c1n[nH]c(=O)c2[cH][cH][cH][cH]c12
0.0,KLEK_1717,[!#1]c1[cH][cH]c([cH][cH]1)N2C(=O)[CH2][CH](N3[CH2][CH2]O[CH2][CH2]3)C2=O
0.0,KLEK_2146,[!#1]c1n[nH]c(=S)[nH]c1=O
0.0,KLEK_1718,[!#1]c1[cH][cH]c([cH][cH]1)N2C(=O)c3[cH][cH][cH][cH]c3C2=O
0.0,KLEK_1719,[!#1]c1[cH][cH]c([cH][cH]1)N2C(=O)c3[cH][cH][cH]c([!#1])c3C2=O
0.0,KLEK_2174,[!#1]c1nc([OH])[cH]c(=O)[nH]1
0.0,KLEK_1721,[!#1]c1[cH][cH]c([cH][cH]1)N2C(=O)c3[cH][cH]c([cH]c3C2=O)C(=O)[OH]
0.0,KLEK_2173,[!#1]c1nc([NH2])nc(Cl)n1
0.0,KLEK_2218,[!#1]c1nnc([!#1])n1c2[cH][cH][cH][cH][cH]2
0.0,KLEK_1543,[!#1]C1([!#1])C(=O)OC([CH3])([CH3])OC1=O
0.0,KLEK_2031,[!#1]c1[cH]oc2[cH][cH]c([!#1])c([!#1])c12
0.0,KLEK_1416,[!#1]C(=O)C(=N[OH])C(=O)O[CH2][CH3]
0.0,KLEK_1402,[!#1]C(=O)[NH]N=C1c2nn([!#1])nc2C(=N[NH]C(=O)[!#1])c3nn([!#1])nc13
0.0,KLEK_2095,[!#1]c1c([OH])c2[cH][cH][cH][cH]c2oc1=O
0.0,KLEK_1403,[!#1]C(=O)[NH]S(=O)(=O)[!#1]
0.0,KLEK_2051,[!#1]C1=C([!#1])[CH]([NH]C(=O)[NH]1)c2[cH][cH][cH]c([!#1])[cH]2
0.0,KLEK_2050,[!#1]C1=C([!#1])[CH]([NH]C(=O)[NH]1)c2[cH][cH][cH][cH][cH]2
0.0,KLEK_2265,[!#1]N([!#1])C(=O)O[CH2][CH3]
0.0,KLEK_2049,[!#1]C1=[CH]O[CH2][CH2]O1
0.0,KLEK_2048,[!#1]C1=[CH]C(=O)OC21[CH2][CH2][CH2][CH2][CH2]2
0.0,KLEK_2047,[!#1]C1=[CH]C(=O)c2[cH][cH][cH][cH]c2C1=O
0.0,KLEK_1407,[!#1]C(=O)C([!#1])([!#1])[OH]
0.0,KLEK_1408,[!#1]C(=O)C([!#1])([!#1])C#N
0.0,KLEK_2046,[!#1]C1=[CH]C(=O)[CH2]C([CH3])([CH3])[CH2]1
0.0,KLEK_1410,[!#1]C(=O)C([CH2][CH3])([CH2][CH3])C(=O)[!#1]
0.0,KLEK_1411,[!#1]C(=O)C([CH3])([CH3])[CH3]
0.0,KLEK_1412,[!#1]C(=O)C([OH])(c1[cH][cH][cH][cH][cH]1)c2[cH][cH][cH][cH][cH]2
0.0,KLEK_1413,[!#1]C(=O)C([OH])(c1[cH][cH]c(Br)[cH][cH]1)c2[cH][cH]c(Br)[cH][cH]2
0.0,KLEK_2045,[!#1]C1=[CH]C(=O)[CH2]C([!#1])([CH3])[CH2]1
0.0,KLEK_2044,[!#1]C1=[CH]C(=O)[CH]=[CH]C1=O
0.0,KLEK_2257,[!#1]c1sc2n[cH]nc([!#1])c2c1[!#1]
0.0,KLEK_1414,[!#1]C(=O)C(=N[NH]c1[cH][cH]c([cH][cH]1)[N+](=O)[O-])C(=O)[!#1]
0.0,KLEK_2043,[!#1]C1=[CH][NH][CH]2[CH]=[CH][CH]=[CH][CH]21
0.0,KLEK_2052,[!#1]C1=C([!#1])[CH](C2=C([CH2]C([!#1])([CH3])[CH2]C2=O)[NH]1)c3[cH][cH][cH]c([!#1])[cH]3
0.0,KLEK_1401,[!#1]C(=O)[NH]N=c1c(=O)c2[cH][cH][cH][cH]c2c1=O
0.0,KLEK_2053,[!#1]C1=C([!#1])C(=O)[CH2]C([!#1])([CH3])[CH2]1
0.0,KLEK_2268,[!#1]N([CH]([CH]([CH3])[CH3])C(=O)[!#1])C(=O)c1[cH][cH][cH][cH]c1C(=O)[!#1]
0.0,KLEK_2062,[!#1]C1=N[NH]C([CH2]1)(c2[cH][cH][cH][cH][cH]2)c3[cH][cH][cH][cH][cH]3
0.0,KLEK_2271,[!#1]N([CH]([CH2]c1[cH][cH]c([cH][cH]1)[N+](=O)[O-])C(=O)[!#1])C(=O)c2[cH][cH][cH][cH]c2C(=O)[!#1]
0.0,KLEK_2061,[!#1]C1=N[CH2][CH2]n2[cH][cH][cH]c12
0.0,KLEK_1392,[!#1]C(=O)[NH]N=C([CH3])c1[cH][cH]c(F)[cH][cH]1
0.0,KLEK_1393,[!#1]C(=O)[NH]N=C([CH3])c1[cH][cH]c(O[CH3])[cH][cH]1
0.0,KLEK_2270,[!#1]N([CH]([CH2]c1[cH][cH][cH][cH][cH]1)C(=O)[!#1])C(=O)c2[cH][cH][cH][cH]c2C(=O)[!#1]
0.0,KLEK_1394,[!#1]C(=O)[NH]N=C([CH3])c1[cH][cH]c(O[CH3])[cH]c1O[CH3]
0.0,KLEK_1395,[!#1]C(=O)[NH]N=C([CH3])c1[cH]c([OH])[cH][cH]c1[OH]
0.0,KLEK_2269,[!#1]N([CH]([CH]([CH3])[CH3])C(=O)[OH])C(=S)SC([!#1])([!#1])C(=O)[!#1]
0.0,KLEK_2060,[!#1]C1=N[CH2][CH2]c2[cH][cH][cH][cH]c12
0.0,KLEK_1400,[!#1]C(=O)[NH]N=C1C(=O)[NH]c2[cH][cH]c([!#1])[cH]c12
0.0,KLEK_2058,[!#1]C1=C2[NH]c3[cH][cH][cH][cH]c3N2[CH2][CH2]C1=O
0.0,KLEK_2057,[!#1]C1=C(C(=O)c2[cH][cH][cH][cH]c12)c3[cH][cH][cH][cH][cH]3
0.0,KLEK_2056,[!#1]C1=C([OH])C(=O)c2[cH][cH][cH][cH]c2C1=O
0.0,KLEK_1396,[!#1]C(=O)[NH]N=C1[CH2][CH2][CH2][CH2][CH2]1
0.0,KLEK_2055,[!#1]C1=C([OH])[CH2]C([CH3])([CH3])[CH2]C1=O
0.0,KLEK_1397,[!#1]C(=O)[NH]N=C1[CH2][CH2][CH2][CH2]1
0.0,KLEK_1398,[!#1]C(=O)[NH]N=C1[CH2]C(=O)[CH2]C([CH3])([CH3])[CH2]1
0.0,KLEK_1399,[!#1]C(=O)[NH]N=C1C(=O)[NH]c2[cH][cH][cH][cH]c12
0.0,KLEK_2054,[!#1]C1=C([!#1])C(=O)c2[cH][cH][cH][cH]c2C1=O
0.0,KLEK_1415,[!#1]C(=O)C(=N[NH]c1[cH][cH]c([cH][cH]1)S(=O)(=O)[OH])C(=O)[!#1]
0.0,KLEK_2041,[!#1]c1[nH]nc([CH3])c1Br
0.0,KLEK_2094,[!#1]c1c([OH])[cH]c([OH])[cH]c1[OH]
0.0,KLEK_2096,[!#1]c1c([OH])c2[cH][cH][cH][cH]c2sc1=O
0.0,KLEK_1434,[!#1]C(=O)c1[cH][cH][cH][cH]c1F
0.0,KLEK_1435,[!#1]C(=O)c1[cH][cH][cH][cH]c1I
0.0,KLEK_1436,[!#1]C(=O)c1[cH][cH][cH][cH]n1
0.0,KLEK_2035,[!#1]c1[n+]([!#1])[cH][cH]c2[cH][cH][cH][cH]c12
0.0,KLEK_2251,[!#1]c1sc2[CH2][CH2][CH2][CH2]c2c1[!#1]
0.0,KLEK_2034,[!#1]c1[cH]sc([NH2])n1
0.0,KLEK_2250,[!#1]c1sc2[cH]c(F)[cH][cH]c2c1Cl
0.0,KLEK_1438,[!#1]C(=O)c1[cH][cH][cH]c([cH]1)[N+](=O)[O-]
0.0,KLEK_1439,[!#1]C(=O)c1[cH][cH][cH]c([cH]1)C(=O)[!#1]
0.0,KLEK_2032,[!#1]c1[cH]oc2c1[cH]c([!#1])c3[cH][cH][cH][cH]c23
0.0,KLEK_1440,[!#1]C(=O)c1[cH][cH][cH]c([cH]1)S(=O)(=O)[!#1]
0.0,KLEK_2249,[!#1]c1sc2[cH]c([!#1])[cH][cH]c2c1[!#1]
0.0,KLEK_2030,[!#1]c1[cH]nn([cH]1)c2[cH][cH][cH][cH][cH]2
0.0,KLEK_2248,[!#1]c1sc2[cH][cH]c3[cH][cH][cH][cH]c3c2[n+]1[!#1]
0.0,KLEK_2101,[!#1]c1c(Cl)[cH]c(Cl)[cH]c1Cl
0.0,KLEK_1441,[!#1]C(=O)c1[cH][cH][cH]c([CH3])[cH]1
0.0,KLEK_1442,[!#1]C(=O)c1[cH][cH][cH]c(Br)[cH]1
0.0,KLEK_2247,[!#1]c1sc2[cH][cH]c([!#1])[cH]c2[n+]1[!#1]
0.0,KLEK_2246,[!#1]c1sc2[cH][cH][cH][cH]c2c1Cl
0.0,KLEK_2102,[!#1]c1c(F)[cH][cH][cH]c1F
0.0,KLEK_2103,[!#1]c1c(F)c(F)c([!#1])c(F)c1F
0.0,KLEK_2252,[!#1]c1sc2[CH2][CH2][CH2][CH2]c2c1C(=O)[NH2]
0.0,KLEK_2100,[!#1]c1c(Cl)[cH][cH][cH]c1Cl
0.0,KLEK_1433,[!#1]C(=O)c1[cH][cH][cH][cH]c1Cl
0.0,KLEK_1423,[!#1]C(=O)C1([CH2][CH]2[CH2][CH]3[CH2][CH]([CH2]2)[CH2]1)[CH2]3
0.0,KLEK_2040,[!#1]c1[nH]nc([CH3])c1[N+](=O)[O-]
0.0,KLEK_1418,[!#1]C(=O)C(Cl)(Cl)Cl
0.0,KLEK_2039,[!#1]c1[nH]n[cH]c1I
0.0,KLEK_2256,[!#1]c1sc2C(=O)[CH2][CH2][CH2]c2c1[!#1]
0.0,KLEK_1419,[!#1]C(=O)C(F)(F)C(F)(F)F
0.0,KLEK_2097,[!#1]c1c(Br)[cH]c(Br)[cH]c1Br
0.0,KLEK_1421,[!#1]C(=O)C(F)(F)OC(F)(F)C(F)(F)OC(F)(F)F
0.0,KLEK_2255,[!#1]c1sc2C(=N[OH])[CH2][CH2][CH2]c2c1[!#1]
0.0,KLEK_1422,[!#1]C(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F
0.0,KLEK_2098,[!#1]c1c(Br)[cH]c(Br)c2[cH][cH][cH]nc12
0.0,KLEK_1432,[!#1]C(=O)c1[cH][cH][cH][cH]c1C(=O)[OH]
0.0,KLEK_1424,[!#1]C(=O)C1([CH2][CH]2[CH2][CH]3[CH2]1)[CH2][CH]([CH2]2)[CH2][CH2]3
0.0,KLEK_2254,[!#1]c1sc2c([!#1])c([!#1])[cH][cH]c2c1[!#1]
0.0,KLEK_2099,[!#1]c1c(c2[cH][cH][cH][cH][cH]2)c3[cH]c([!#1])[cH][cH]c3n1[!#1]
0.0,KLEK_2253,[!#1]c1sc2c([!#1])[cH][cH][cH]c2c1[!#1]
0.0,KLEK_2037,[!#1]c1[nH]c2[cH][cH][cH][cH]c2c1[!#1]
0.0,KLEK_1428,[!#1]C(=O)c1[cH][cH][cH][cH]c1[N+](=O)[O-]
0.0,KLEK_1429,[!#1]C(=O)c1[cH][cH][cH][cH]c1[OH]
0.0,KLEK_1430,[!#1]C(=O)c1[cH][cH][cH][cH]c1Br
0.0,KLEK_1431,[!#1]C(=O)c1[cH][cH][cH][cH]c1C(=O)[!#1]
0.0,KLEK_1391,[!#1]C(=O)[NH]N=C([CH3])c1[cH][cH]c(Cl)s1
0.0,KLEK_2272,[!#1]N([CH]([CH3])[CH3])[CH]([CH3])[CH3]
0.0,KLEK_2104,[!#1]c1c(F)c(F)c(F)c(F)c1F
0.0,KLEK_2078,[!#1]c1c([cH]c([CH3])[cH]c1[N+](=O)[O-])[N+](=O)[O-]
0.0,KLEK_1344,[!#1]C(=O)[NH]N=[CH]c1[cH][cH]c([OH])c(O[CH3])[cH]1
0.0,KLEK_1345,[!#1]C(=O)[NH]N=[CH]c1[cH][cH]c(Br)[cH][cH]1
0.0,KLEK_1346,[!#1]C(=O)[NH]N=[CH]c1[cH][cH]c(Cl)[cH][cH]1
0.0,KLEK_1347,[!#1]C(=O)[NH]N=[CH]c1[cH][cH]c(Cl)[cH]c1Cl
0.0,KLEK_1348,[!#1]C(=O)[NH]N=[CH]c1[cH][cH]c(F)[cH][cH]1
0.0,KLEK_1349,[!#1]C(=O)[NH]N=[CH]c1[cH][cH]c(O[CH3])[cH][cH]1
0.0,KLEK_2080,[!#1]c1c([cH]nn1[CH3])[N+](=O)[O-]
0.0,KLEK_1350,[!#1]C(=O)[NH]N=[CH]c1[cH][cH]c(O[CH3])[cH]c1O[CH3]
0.0,KLEK_1351,[!#1]C(=O)[NH]N=[CH]c1[cH][cH]c(O[CH3])c(O[CH3])[cH]1
0.0,KLEK_1352,[!#1]C(=O)[NH]N=[CH]c1[cH][cH]c(o1)[N+](=O)[O-]
0.0,KLEK_2079,[!#1]c1c([cH]c([N+](=O)[O-])c2[cH][cH][cH]nc12)[N+](=O)[O-]
0.0,KLEK_1353,[!#1]C(=O)[NH]N=[CH]c1[cH][cH]c(s1)[N+](=O)[O-]
0.0,KLEK_1354,[!#1]C(=O)[NH]N=[CH]c1[cH][cH]c2n([CH2][CH3])c3[cH][cH][cH][cH]c3c2[cH]1
0.0,KLEK_1355,[!#1]C(=O)[NH]N=[CH]c1[cH][cH]c2O[CH2]Oc2[cH]1
0.0,KLEK_1356,[!#1]C(=O)[NH]N=[CH]c1[cH][cH]n[cH][cH]1
0.0,KLEK_1357,[!#1]C(=O)[NH]N=[CH]c1[cH][nH]c2[cH][cH][cH][cH]c12
0.0,KLEK_1358,[!#1]C(=O)[NH]N=[CH]c1[cH]c([cH][cH]c1[OH])[N+](=O)[O-]
0.0,KLEK_1359,[!#1]C(=O)[NH]N=[CH]c1[cH]c([CH3])[cH][cH]c1[OH]
0.0,KLEK_1360,[!#1]C(=O)[NH]N=[CH]c1[cH]c(Cl)[cH][cH]c1[OH]
0.0,KLEK_1361,[!#1]C(=O)[NH]N=[CH]c1[cH]c(Cl)[cH]c(Cl)c1O[CH3]
0.0,KLEK_1362,[!#1]C(=O)[NH]N=[CH]c1[cH]c2O[CH2]Oc2[cH]c1[N+](=O)[O-]
0.0,KLEK_1343,[!#1]C(=O)[NH]N=[CH]c1[cH][cH]c([OH])[cH][cH]1
0.0,KLEK_1342,[!#1]C(=O)[NH]N=[CH]c1[cH][cH]c([CH3])o1
0.0,KLEK_1341,[!#1]C(=O)[NH]N=[CH]c1[cH][cH]c([cH][cH]1)N([CH3])[CH3]
0.0,KLEK_2085,[!#1]c1c([CH3])[cH]c(Br)[cH]c1[CH3]
0.0,KLEK_2087,[!#1]c1c([CH3])c([CH2][CH3])nc2[cH][cH][cH][cH]c12
0.0,KLEK_1325,[!#1]C(=O)[NH]N=[CH]c1[cH][cH][cH][cH][cH]1
0.0,KLEK_1326,[!#1]C(=O)[NH]N=[CH]c1[cH][cH][cH][cH]c1[N+](=O)[O-]
0.0,KLEK_1327,[!#1]C(=O)[NH]N=[CH]c1[cH][cH][cH][cH]c1[OH]
0.0,KLEK_2086,[!#1]c1c([CH3])[nH]c2[cH][cH][cH][cH]c12
0.0,KLEK_1328,[!#1]C(=O)[NH]N=[CH]c1[cH][cH][cH][cH]c1Cl
0.0,KLEK_1329,[!#1]C(=O)[NH]N=[CH]c1[cH][cH][cH][cH]c1F
0.0,KLEK_1330,[!#1]C(=O)[NH]N=[CH]c1[cH][cH][cH][cH]c1O[CH3]
0.0,KLEK_1331,[!#1]C(=O)[NH]N=[CH]c1[cH][cH][cH][nH]1
0.0,KLEK_1332,[!#1]C(=O)[NH]N=[CH]c1[cH][cH][cH]c([cH]1)[N+](=O)[O-]
0.0,KLEK_1340,[!#1]C(=O)[NH]N=[CH]c1[cH][cH]c([cH][cH]1)c2[cH][cH][cH][cH][cH]2
0.0,KLEK_1333,[!#1]C(=O)[NH]N=[CH]c1[cH][cH][cH]c([CH2][CH]=[CH2])c1[OH]
0.0,KLEK_2084,[!#1]c1c([CH3])[cH]c([CH3])c([CH]=N[OH])c1[CH3]
0.0,KLEK_1334,[!#1]C(=O)[NH]N=[CH]c1[cH][cH][cH]n[cH]1
0.0,KLEK_1335,[!#1]C(=O)[NH]N=[CH]c1[cH][cH][cH]o1
0.0,KLEK_1336,[!#1]C(=O)[NH]N=[CH]c1[cH][cH][cH]s1
0.0,KLEK_1337,[!#1]C(=O)[NH]N=[CH]c1[cH][cH]c([!#1])[cH][cH]1
0.0,KLEK_2082,[!#1]c1c([CH3])[cH][cH]c([CH3])c1[CH3]
0.0,KLEK_1338,[!#1]C(=O)[NH]N=[CH]c1[cH][cH]c([!#1])[cH]c1[OH]
0.0,KLEK_1339,[!#1]C(=O)[NH]N=[CH]c1[cH][cH]c([cH][cH]1)[N+](=O)[O-]
0.0,KLEK_1363,[!#1]C(=O)[NH]N=[CH]c1[cH]c2O[CH2]Oc2[cH]c1Br
0.0,KLEK_1364,[!#1]C(=O)[NH]N=[CH]c1c([OH])[cH][cH]c2[cH][cH][cH][cH]c12
0.0,KLEK_2273,[!#1]N([CH]1[CH2][CH2][CH2][CH2][CH2]1)[CH]2[CH2][CH2][CH2][CH2][CH2]2
0.0,KLEK_2077,[!#1]c1c([cH]c([cH]c1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-]
0.0,KLEK_1383,[!#1]C(=O)[NH]N=C([CH3])c1[cH][cH][cH]o1
0.0,KLEK_1384,[!#1]C(=O)[NH]N=C([CH3])c1[cH][cH]c([!#1])[cH][cH]1
0.0,KLEK_1385,[!#1]C(=O)[NH]N=C([CH3])c1[cH][cH]c([cH][cH]1)[N+](=O)[O-]
0.0,KLEK_1386,[!#1]C(=O)[NH]N=C([CH3])c1[cH][cH]c([cH][cH]1)c2[cH][cH][cH][cH][cH]2
0.0,KLEK_2073,[!#1]c1c([cH][cH][cH]c1[N+](=O)[O-])C(=O)[OH]
0.0,KLEK_2089,[!#1]c1c([CH3])n([CH3])n(c2[cH][cH][cH][cH][cH]2)c1=O
0.0,KLEK_1387,[!#1]C(=O)[NH]N=C([CH3])c1[cH][cH]c([NH2])[cH][cH]1
0.0,KLEK_2091,[!#1]c1c([N+](=O)[O-])c([!#1])c([N+](=O)[O-])c([!#1])c1[N+](=O)[O-]
0.0,KLEK_2072,[!#1]c1c([!#1])c2[cH]c([!#1])c([!#1])[cH]c2n1[!#1]
0.0,KLEK_2071,[!#1]c1c([!#1])c2[cH]c([!#1])[cH][cH]c2n1c3[cH][cH][cH][cH][cH]3
0.0,KLEK_2069,[!#1]c1c([!#1])c2[cH][cH][cH][cH]c2sc1=O
0.0,KLEK_2068,[!#1]c1c([!#1])c2[cH][cH][cH][cH]c2oc1=O
0.0,KLEK_1388,[!#1]C(=O)[NH]N=C([CH3])c1[cH][cH]c([OH])[cH][cH]1
0.0,KLEK_2066,[!#1]c1c([!#1])c(=O)n(c2[cH][cH][cH][cH][cH]2)n1[!#1]
0.0,KLEK_1389,[!#1]C(=O)[NH]N=C([CH3])c1[cH][cH]c(Br)[cH][cH]1
0.0,KLEK_2064,[!#1]C12[CH2][CH2][CH2][CH]2[CH]3[CH2][CH2][CH]1[CH2]3
0.0,KLEK_2274,[!#1]N([CH2][CH2][CH2][CH2][CH2]C(=O)[!#1])C(=O)c1[cH][cH][cH][cH]c1C(=O)[!#1]
0.0,KLEK_2092,[!#1]c1c([nH]c2[cH][cH]c([!#1])[cH]c12)C(=O)[OH]
0.0,KLEK_1390,[!#1]C(=O)[NH]N=C([CH3])c1[cH][cH]c(Cl)[cH][cH]1
0.0,KLEK_2063,[!#1]C1=Nc2[cH][cH][cH][cH]c2[CH2][CH2][CH2]1
0.0,KLEK_2093,[!#1]c1c([OH])[cH][cH]c2[cH][cH][cH][cH]c12
0.0,KLEK_1382,[!#1]C(=O)[NH]N=C([CH3])c1[cH][cH][cH]c([NH2])[cH]1
0.0,KLEK_1381,[!#1]C(=O)[NH]N=C([CH3])c1[cH][cH][cH]c([cH]1)[N+](=O)[O-]
0.0,KLEK_1380,[!#1]C(=O)[NH]N=C([CH3])c1[cH][cH][cH][cH]c1[OH]
0.0,KLEK_1372,[!#1]C(=O)[NH]N=C([CH3])[CH2][CH]([CH3])[CH3]
0.0,KLEK_1365,[!#1]C(=O)[NH]N=[CH]c1nc2[cH][cH][cH][cH]c2[nH]1
0.0,KLEK_1366,[!#1]C(=O)[NH]N=C([!#1])[CH2][CH2][CH2][CH2][CH3]
0.0,KLEK_1367,[!#1]C(=O)[NH]N=C([!#1])[CH2][CH2][CH2][CH3]
0.0,KLEK_1368,[!#1]C(=O)[NH]N=C([!#1])[CH2][CH2][CH3]
0.0,KLEK_1369,[!#1]C(=O)[NH]N=C([!#1])[CH2][CH3]
0.0,KLEK_1370,[!#1]C(=O)[NH]N=C([CH3])[CH]=[CH]c1[cH][cH][cH][cH][cH]1
0.0,KLEK_2076,[!#1]c1c([cH]c([cH]c1[N+](=O)[O-])C(=O)[OH])[N+](=O)[O-]
0.0,KLEK_1371,[!#1]C(=O)[NH]N=C([CH3])[CH]1[CH2][CH2]1
0.0,KLEK_2075,[!#1]c1c([cH]c([cH]c1[CH]([CH3])[CH3])[CH]([CH3])[CH3])[CH]([CH3])[CH3]
0.0,KLEK_1373,[!#1]C(=O)[NH]N=C([CH3])[CH2][CH2][CH]=[CH2]
0.0,KLEK_2275,[!#1]N([CH2][CH2][CH2][CH3])[CH2][CH2][CH2][CH3]
0.0,KLEK_1374,[!#1]C(=O)[NH]N=C([CH3])[CH2][CH2][CH2][CH3]
0.0,KLEK_1375,[!#1]C(=O)[NH]N=C([CH3])[CH2][NH]C(=O)[CH3]
0.0,KLEK_2277,[!#1]N([CH2][CH2][CH2]C(=O)[!#1])[CH2]C(=O)[!#1]
0.0,KLEK_2074,[!#1]c1c([cH][cH]c2nonc12)[N+](=O)[O-]
0.0,KLEK_1376,[!#1]C(=O)[NH]N=C([CH3])[CH2]C(=O)[CH3]
0.0,KLEK_1377,[!#1]C(=O)[NH]N=C([CH3])[CH3]
0.0,KLEK_2276,[!#1]N([CH2][CH2][CH2][CH3])C(=O)[!#1]
0.0,KLEK_1378,[!#1]C(=O)[NH]N=C([CH3])C(=N[OH])[CH3]
0.0,KLEK_1379,[!#1]C(=O)[NH]N=C([CH3])c1[cH][cH][cH][cH][cH]1
0.0,KLEK_2244,[!#1]c1sc2[cH][cH][cH][cH]c2[n+]1[!#1]
0.0,KLEK_1824,[!#1]c1[cH][cH]c2[cH][cH][cH][cH]c2[n+]1[!#1]
0.0,KLEK_2114,[!#1]c1c2[CH2][CH2][CH2]c2nc3[CH2][CH2][CH2][CH2]c13
0.0,KLEK_2113,[!#1]c1c2[CH2][CH2][CH2]c2nc3[cH][cH][cH][cH]c13
0.0,KLEK_1475,[!#1]C(=O)c1[cH][cH]n[cH][cH]1
0.0,KLEK_1476,[!#1]C(=O)c1[cH]c([cH][cH]c1Cl)[N+](=O)[O-]
0.0,KLEK_2116,[!#1]c1c2[CH2][CH2]N([CH3])c2nc3[cH][cH][cH][cH]c13
0.0,KLEK_1477,[!#1]C(=O)c1[cH]c([cH]c([cH]1)[N+](=O)[O-])[N+](=O)[O-]
0.0,KLEK_2112,[!#1]c1c2[CH2][CH2][CH2][CH2]c2nc3[cH][cH][cH][cH]c13
0.0,KLEK_1478,[!#1]C(=O)c1[cH]c([cH]c([cH]1)C([CH3])([CH3])[CH3])C([CH3])([CH3])[CH3]
0.0,KLEK_1479,[!#1]C(=O)c1[cH]c([N+](=O)[O-])c([CH3])c([cH]1)[N+](=O)[O-]
0.0,KLEK_1510,[!#1]C(=O)O[CH2][CH2][CH2][CH2][CH2][CH3]
0.0,KLEK_1999,[!#1]c1[cH]c(O[CH3])c(O[CH3])c(O[CH3])[cH]1
0.0,KLEK_1480,[!#1]C(=O)c1[cH]c(Cl)[cH][cH]c1[OH]
0.0,KLEK_1481,[!#1]C(=O)c1[cH]c(Cl)[cH]c(Cl)[cH]1
0.0,KLEK_1997,[!#1]c1[cH]c(O[CH3])[cH]c(O[CH3])[cH]1
0.0,KLEK_1509,[!#1]C(=O)O[CH2][CH]([CH3])[CH3]
0.0,KLEK_1508,[!#1]C(=O)O[CH]([CH3])C(=C(Cl)Cl)Cl
0.0,KLEK_1482,[!#1]C(=O)c1[cH]c2[cH][cH][cH][cH]c2oc1=O
0.0,KLEK_1483,[!#1]C(=O)c1[cH]n([!#1])nc1[!#1]
0.0,KLEK_1984,[!#1]c1[cH]c(Cl)[cH][cH]c1[OH]
0.0,KLEK_2000,[!#1]c1[cH]c(O[CH3])nc(O[CH3])n1
0.0,KLEK_2237,[!#1]c1oc2c([!#1])c([!#1])c([!#1])[cH]c2c1[!#1]
0.0,KLEK_2234,[!#1]c1oc2[cH][cH]c([!#1])[cH]c2c1[!#1]
0.0,KLEK_1471,[!#1]C(=O)c1[cH][cH]c(F)c(F)[cH]1
0.0,KLEK_2008,[!#1]c1[cH]c2C(=N[OH])[CH2][CH2][CH2][CH2]c2s1
0.0,KLEK_2007,[!#1]c1[cH]c2[cH][cH][cH][cH]c2oc1=O
0.0,KLEK_2236,[!#1]c1oc2[cH]c([!#1])c([!#1])[cH]c2c1[!#1]
0.0,KLEK_1472,[!#1]C(=O)c1[cH][cH]c(o1)[N+](=O)[O-]
