,idx,smiles,largest_ring,num_rings,qed,no_unwanted_frags,mol_wt,num_HBA,num_HBD,logP,num_rotatable_bonds,tpsa,bridgehead_atoms,spiro_atoms,score,max_train_similarity
154,7929,C1OC=CC=C1N2CCC3=CC=CC=C3C2CC=C,6,3,0.7632625690977711,True,253.146664228,2,0,3.5897000000000023,3,12.47,0,0,-7.53703,0.44
155,9138,CCCCNC1=NN(CC2=NC=CC=N2)C=N1,6,2,0.7608185602396967,True,232.143644512,6,1,1.3283999999999998,6,68.52000000000001,0,0,-6.70147,0.56
156,8653,CC=C(NC(=O)C1C=NCC1C)CC=CC=CC=CC,5,1,0.7395298234858293,True,272.188863388,2,1,3.421700000000002,6,41.46,0,0,-8.3576,0.3
157,2055,CCOCC1CCCCC1CCO,6,1,0.7130287968185294,True,186.161979944,2,1,2.211700000000001,5,29.46,0,0,-6.4068,0.6
158,2238,CC(=O)OC=C1C=C(SC2=NC=C(C(F)(F)F)C=C2)CC1,6,2,0.6150491727773532,True,315.054084284,4,0,4.317200000000002,3,39.19,0,0,-9.01,0.42
159,4842,OC(C1=CC=CC=C1)C(C2=CC=CC=C2)C=CC=CCCF,6,2,0.7147171327285012,True,296.15764351200005,1,1,4.975800000000003,7,20.23,0,0,-8.26611,0.41
160,8073,NCCCCC(O)C(O1)N=NC2=CC=CN=C21,6,2,0.754961481110522,True,236.127325752,6,2,1.3737,5,93.09,0,0,-7.44488,0.4
161,5571,[N+1]C[N+1]1=CC=CC=C1CC2=CC=CC3=CC=CC=C23,6,3,0.6361925459800748,True,247.12242632018,0,0,2.744300000000001,3,26.18,0,0,-9.74895,0.42
162,7248,O=C(C1=CC=CC=C1CC)CF,6,1,0.6299806307665334,True,166.079393192,1,0,2.4012,3,17.07,0,0,-6.92285,0.47
163,7335,CN1C=NN=C1CNC=C(F)CCCF,5,1,0.7825268510261952,True,216.118652888,4,1,1.4652999999999998,6,42.74,0,0,-6.29377,0.42
164,9529,COC1=CC2=CC=CC=C2C=C1C(=O)C3=CC=CC=C3OC,6,3,0.6794422526429612,True,292.109944372,3,0,4.088000000000004,4,35.53,0,0,-8.72748,0.67
165,2858,C=CCCNC(=O)C1=CC=CC(Cl)=C1C#N,6,1,0.6429784977542891,True,234.055990652,2,1,2.5175800000000006,4,52.89,0,0,-7.18697,0.49
166,9561,CC=NC(NCCC1=O)=C1Cl,6,1,0.6010747987537176,True,172.040340588,3,1,1.0474,1,41.46,0,0,-5.81351,0.32
167,5792,O=C(O)CC(C)C1=CCC=C1CCCC(C)Cl,5,1,0.6950119317311636,True,256.123007592,1,1,4.151300000000004,7,37.3,0,0,-6.95957,0.31
168,6093,CCOC1CC(C)CC1C(=O)N2CC(C3=CC(F)=CC=C3)OCO2,6,3,0.8471385856443238,True,337.168936468,4,0,3.065900000000002,4,48.0,0,0,-9.55696,0.48
169,1914,FC(F)(C)C=CCP(C=CC(Cl)=C1O)O1,6,1,0.606721792634862,True,254.00750031,2,1,4.104500000000002,3,29.46,0,0,-7.32449,0.26
170,7506,CCC1=CC=C(C2CC=3[NH1]C4=CC=CC=C4C=3C2C5)C15,6,5,0.7641847782962737,True,261.151749608,0,1,4.720100000000003,1,15.79,0,0,-9.22419,0.51
171,2520,O=C(C=1)C=CCC=1CCOC(F)(F)F,6,1,0.7080959792195849,True,206.055464188,2,0,2.3683000000000005,3,26.3,0,0,-7.17926,0.29
172,9069,CNC1CCCC1CCCNS(=O)(=O)C=CC2=CC=CC3=CC=CC=C32,6,3,0.6911368563400327,True,372.187149136,3,2,3.8982000000000014,8,58.2,0,0,-8.81767,0.37
173,7190,N#CC1=CC2=CC(C(F)(F)F)=CC=C2C1C(=O)C3=CC=CC=C3C,6,3,0.7360986103809652,True,327.087098664,2,0,4.900900000000003,2,40.86,0,0,-9.80377,0.4
174,9642,CCC1=NC=CC2=C1C3=CC=C4C=C(C)CC43C2NC(C)F,6,4,0.8428644117852624,True,296.168876892,2,1,4.263600000000003,3,24.92,0,1,-7.77268,0.29
175,8098,N1=C(C)C2=CC=CC=C2NC1=O,6,2,0.6296228179680178,True,160.063662876,2,1,1.2315199999999995,0,45.75,0,0,-7.08966,0.5
176,871,C=C1C=CCC=C1NS(=O)(=O)C2=CC=CC=C2Cl,6,2,0.9256139453449862,True,281.027727304,2,1,3.018300000000001,3,46.17,0,0,-8.78839,0.49
177,8218,OC(O)CCOC(OC1=NC=CC12)=CC2CCCF,6,2,0.6880419876859422,True,271.12198627600003,5,2,1.4833,7,71.28,0,0,-7.65124,0.26
178,4916,O=C(C)CCCCC1CC=CC2=CC=CC=C21,6,2,0.6851890129369619,True,228.15141526,1,0,4.336500000000004,5,17.07,0,0,-8.49755,0.44
179,4176,N#CC1=CC=C(Cl)C=C1C(=O)C(F)(F)CF,6,1,0.7706412936672408,True,247.00117612,2,0,2.999180000000001,3,40.86,0,0,-7.15124,0.45
180,8019,CC=CC=CC(C(=O)CCC1=CC=C(C(F)(F)F)C)=C1,6,1,0.6766409174555089,True,282.12314982400005,1,0,4.843000000000004,3,17.07,0,0,-8.70791,0.33
181,2060,CC=CC=C(NC(=O)C1(C)C2OCC1)O2,6,2,0.7077962710318865,True,209.10519334,3,1,1.303,1,47.56,0,0,-7.10003,0.34
182,8137,O=C(C)C1=CC=C(NC2=CC=C(C)C(F)=C2)N=C1N=C,6,2,0.6792500675384,True,271.112090288,4,1,3.807420000000002,4,54.35,0,0,-8.85404,0.49
183,9799,CC(=O)CC1C(C)OC2=C(F)C(O)=CC(O)=C2O1,6,2,0.8425377864390767,True,256.074701736,5,2,1.7442999999999995,2,75.99000000000001,0,0,-7.97074,0.35
184,9439,O=C(O)C=CC1=CC=CC=C1C(F)(F)F,6,1,0.7715289697162626,True,216.039814124,1,1,2.803200000000001,2,37.3,0,0,-8.32335,0.75
185,5206,C=CC1C=CC(C2=CC(Cl)=CC(Cl)=C2)C=N1,6,2,0.6966834410199838,True,251.026854712,1,0,4.272200000000003,2,12.36,0,0,-7.53759,0.31
186,9951,O=C(OC1=CC=CC=C1C)NOC(C)CF,6,1,0.8031346296133635,True,227.095771528,3,1,2.3730200000000004,4,47.56,0,0,-7.13156,0.52
187,252,O=C(COC1=CC=CC=C1Br)CCBr,6,1,0.7785518905381853,True,319.90475376,2,0,3.182000000000002,5,26.3,0,0,-6.73475,0.64
188,3749,C=C(O)[NH1]C=CC1=CC=CC2=CC=CC=C21,6,2,0.7621922409547357,True,211.099714036,2,2,3.4293000000000013,3,32.26,0,0,-8.9269,0.66
189,5785,CN(O1)C2=CN=C(Cl)C=C2C=C1C3=CC=NC=C3,6,3,0.738178710093315,True,259.05123962,4,0,3.009500000000001,1,38.25,0,0,-8.96701,0.38
190,7079,CCN1CCCC1C=CC(C)=C(C)C(C)CF,5,1,0.6561700127753853,True,239.204928052,1,0,3.968900000000003,5,3.24,0,0,-7.22083,0.36
191,5298,CCCS(=O)(=O)C=CC1=C[NH1]C2=NC=NC2=N1,6,2,0.8797514167122665,True,252.068096624,5,1,1.1,4,88.60000000000001,0,0,-7.33353,0.33
192,7771,O=COC1=NC=CN=C1CCCC2=NC=C(C3=CC=CC=C3)O2,6,3,0.6244623269231262,True,309.11134134,6,0,2.842100000000001,7,78.11,0,0,-8.8321,0.51
193,7964,C=CCC(O)C1CCCC2CC=CC=C21,6,2,0.6997385484131138,True,204.15141526,1,1,3.2260000000000018,3,20.23,0,0,-7.96039,0.3
194,9963,O=C(O)C=CC1=CC=CC=N1,6,1,0.6421059096092493,True,149.047678464,2,1,1.1794,2,50.19,0,0,-6.66488,0.74
195,6431,ClC=CC=CNC1=CC=C(N)N=N1,6,1,0.7232573435950458,True,196.051573968,4,2,1.7368999999999997,3,63.83,0,0,-6.50264,0.26
196,4238,CCCN(C)CC(C)C1CCCCC1C,6,1,0.6685383061040526,True,211.229999928,1,0,3.790600000000003,5,3.24,0,0,-7.0606,0.36
197,7371,C1C=CC(CN(C)C(=O)N(C)C(C)C)C=N1,6,1,0.6698790414548003,True,223.168462292,2,0,1.6352,3,35.910000000000004,0,0,-6.42553,0.38
198,932,CCCC(=O)CCCCCCC=CC1=CC(O)CO1,5,1,0.6152736487429047,True,266.188194692,3,1,3.5274000000000028,10,46.53,0,0,-7.36359,0.41
199,2225,N#CCOC1=CC=CC(=C1)CC#N,6,1,0.6961272497294027,True,172.063662876,3,0,1.65506,3,56.81,0,0,-6.05663,0.59
200,645,CC1=CC(C2CC(COCC(C)C(CO)C(O)C)OC=C2C)=NC1N=O,6,2,0.6104751286386784,True,366.21547206,7,2,2.4307,9,100.71,0,0,-8.10554,0.31
201,2778,COCC1=CC=CC=C1OCC2=CC=CC=C2,6,2,0.7803747709272889,True,228.115029752,2,0,3.4120000000000026,5,18.46,0,0,-7.85757,0.6
202,1005,O=S(=O)(C1=CC=CC=C1)C2=CC=CC=C2CCC(O)CN3CCOC4C3CCCC4,6,4,0.7301888552698446,True,429.197379472,5,1,3.4563000000000024,7,66.84,0,0,-9.48526,0.47
203,9997,O=CC(C1=CC=CC=C1C)(F)CF,6,1,0.6587021555900662,True,184.06997138,1,0,2.32822,3,17.07,0,0,-7.10495,0.39
204,1471,C1CCNC2=CC=C(CC3CCCC3)N21,6,3,0.7831999357391063,True,204.16264864,2,1,3.0364000000000013,2,16.96,0,0,-8.24623,0.36
205,2951,COC1=CC=C(C)C=C1C(C)OC=O,6,1,0.6893768625217822,True,194.094294308,3,0,2.23762,4,35.53,0,0,-6.02765,0.57
206,2690,CC1=C(CCC=CCC(C)CCC)NC=N1,5,1,0.6903645215337034,True,220.193948768,1,1,4.033220000000003,7,28.68,0,0,-6.92017,0.35
207,3136,O=CCC1NC2=CC=CC=C2C3=CC=CC=C31,6,3,0.7903498373271846,True,223.099714036,2,1,3.409200000000001,2,29.1,0,0,-8.1082,0.44
208,2690,C1C=C(CNCCCC(C)COC)N=N1,5,1,0.6240033547607575,True,211.168462292,4,1,1.9884,8,45.98,0,0,-5.9647,0.33
209,6622,C1=C(O)CCC=C1CCF,6,1,0.6276457746748937,True,142.079393192,1,1,2.5081000000000007,2,20.23,0,0,-6.19465,0.3
210,4815,CCCC(=O)N1CCCC1CCNCC=C2C=C(OC)CCC2O,6,2,0.6681741630559127,True,336.241292884,4,2,2.368600000000001,8,61.80000000000001,0,0,-8.46548,0.39
211,3850,O=C(O)CC1CC[NH1]C=C1NC(=O)[NH1]C2=CC=CC=C2,6,2,0.6733473393478345,True,275.126991404,3,4,1.7336999999999996,4,90.46,0,0,-8.61938,0.46
212,7193,COC1=CC=CC=C1C2=CC(=O)C3=CC=CC=C3S2,6,3,0.703439424077209,True,268.055800624,3,0,3.937100000000002,2,26.3,0,0,-9.45546,0.61
213,2432,O=S(=O)(O)OC1=CC(C2C=C(C3=CC=CC=N3)NCO2)C=C1,6,3,0.8052423667003262,True,322.06234254799995,6,2,1.2577,4,97.75,0,0,-9.08051,0.33
214,3376,CCCC=NC=CC=1SC=NC2=NC=NC=12,6,2,0.7614931901992287,True,232.078267384,5,0,2.879500000000001,4,51.03,0,0,-6.35688,0.3
215,1565,O=C(O)C(C)C1=CC(=C)C=C1,5,1,0.6508037572989233,True,150.06807956,1,1,1.7595,2,37.3,0,0,-7.06115,0.37
216,3563,CCOCCCCC(O)C(C1)C(C)NC=C1C,6,1,0.672763263964527,True,241.204179104,3,2,2.4559000000000006,7,41.49,0,0,-6.54575,0.36
217,2275,NC=1C=COC=1C=CC(F)(F)F,5,1,0.7149675031172137,True,177.040148472,2,1,2.4373000000000005,1,39.16,0,0,-6.76123,0.33
218,3519,COC1=CC=CC(F)=C1C(O)C(C)CC#N,6,1,0.8523489633684319,True,223.100856908,3,1,2.4174800000000003,4,53.25,0,0,-6.21127,0.49
219,8216,O=C(O)CC=CC=C(C1=CC#CC(O)C2=CC=CC3=CC=CC=C23)CC#C1,6,3,0.8105229356543545,True,354.125594436,2,2,4.167400000000002,4,57.53,0,0,-9.89708,0.37
220,2772,CC(C)CCCCC1CCCCC1CO,6,1,0.6597498885010602,True,212.214015516,1,1,4.001500000000004,6,20.23,0,0,-7.40225,0.51
221,3125,CCC(COC=O)(O)C1=CC=CC2=CCOC12,6,2,0.7267424442711191,True,236.104858992,4,1,1.1219,5,55.760000000000005,0,0,-7.20883,0.29
222,6584,CCC1=C(C)C=CC(O)=C1OBr,6,1,0.8472599846246913,True,229.994241692,2,1,2.951720000000002,2,29.46,0,0,-5.77217,0.4
223,9228,CCC(C)(O)C1CCOCC1CCCNCN2CCCC=C2C,6,2,0.673438452202006,True,324.277678392,4,2,3.1270000000000016,8,44.73,0,0,-7.99465,0.34
224,8638,O=CNC1=CC=CC2=CC=CC(=C)N12,6,2,0.6612154406940112,True,186.07931294,2,1,1.413,2,32.34,0,0,-6.75861,0.3
225,8325,COC(=O)C1=CC=CC=C1C#CC=CC2=CC=CC#C2,6,2,0.6122328104153361,True,260.083729624,2,0,3.1384800000000013,2,26.3,0,0,-9.02377,0.53
226,5217,CC(O)NC=C1C(C2CCCC2)=NC=N1,5,2,0.6877143167905615,True,207.137162164,4,2,1.4288,3,56.98,0,0,-7.08884,0.37
227,2749,CC1=CC=CC(CC2=CC3=C[NH1]CCC3=C24)=C1P4,6,4,0.7009454947470629,True,253.102036142,1,1,2.926220000000001,0,12.03,0,0,-7.9291,0.3
228,9704,CNC=CC(C1=CC=CC=C1)CC(C)CF,6,1,0.7749233381247508,True,221.15797786,1,1,3.4990000000000023,6,12.03,0,0,-7.39348,0.42
229,3991,CNC(C)N1C=CC2=CC=CC=C21,6,2,0.7392852596838603,True,174.115698448,2,1,2.379200000000001,2,16.96,0,0,-7.11886,0.51
230,215,O=C(O)C1=CC=CC=C1C2=CC=CC=C2,6,2,0.8047468514889748,True,198.06807956,1,1,3.051800000000001,2,37.3,0,0,-8.9304,0.75
231,5871,CC(C)C1CC=CN1C2=CN=CC=C2NC3=NN=C(C4CCOO4)N3N,6,4,0.6203686428832793,True,357.191322976,9,2,2.2719,5,103.35,0,0,-7.89766,0.3
232,7467,CCCCCC1C(O)C(O)C2=CC(C)=CC=C21,6,2,0.7859921604712621,True,234.161979944,2,2,3.0668200000000017,4,40.46,0,0,-8.374,0.39
233,9213,C1=C(CCCC)NC=NC1,6,1,0.6302375740077736,True,138.115698448,2,1,1.692,3,24.39,0,0,-5.435,0.36
234,9023,ClCC=C1C=CC(=O)N1CCCC2CCC3=CCCC=C32,6,3,0.691700159477329,True,303.138992004,1,0,4.344300000000004,5,20.31,0,0,-9.20879,0.29
235,6365,CCC=CC1=CC=CC=C1CCC=O,6,1,0.6481818709370325,True,188.120115132,1,0,3.2413000000000016,5,17.07,0,0,-7.40746,0.42
236,5160,N=CC1SC2=CC=CC=C2N1C(F)CCF,6,2,0.6479661178035788,True,242.068925824,3,1,3.2295700000000016,4,27.090000000000003,0,0,-6.46122,0.35
237,6509,C1CC(CC(N)C=CN)=NC1C2=CC=CC=C2,6,2,0.8305234899563371,True,229.157897608,3,2,2.1523000000000003,4,64.4,0,0,-8.5246,0.35
238,4478,O1OOCC1CC(CC)CCF,5,1,0.6026651152925154,True,178.10052255999997,3,0,2.0243,5,27.69,0,0,-5.90072,0.27
239,8710,N#CC1=CC=CC=C1C2=CC=CC(N)=C2SC(CF)CF,6,2,0.6647963014137973,True,304.084575888,3,1,4.207180000000003,5,49.81,0,0,-6.0647,0.43
240,3127,O=C(C)CC(F)=CC=CC1=CC(Cl)=C(O)[NH1]C1,6,1,0.7616663551394345,True,257.061884556,3,2,2.8706000000000005,4,49.33,0,0,-8.287,0.3
241,1427,O=C(O)COC(=O)C1=CC=CC=C1C2=CC=CC=C2OCCF,6,2,0.7946642521014976,True,318.0903518,4,1,2.9433000000000016,7,72.83,0,0,-6.79553,0.47
242,9958,C=CC1=CC=CC=C1C=CC=CC2=CN=C[NH1]2,6,2,0.7834365306279126,True,222.115698448,1,1,3.7793000000000014,4,28.68,0,0,-8.75026,0.39
243,3544,O=C(S)C=1[NH1]C=CC=1CF,5,1,0.6304641850141919,True,159.015413032,1,2,1.5541999999999998,2,32.86,0,0,-5.69603,0.36
244,1782,C(=O)CCC1=CC=C(N2CCCC2C)C(C)=C1,6,2,0.7420413728445092,True,231.162314292,2,0,3.1152200000000017,4,20.31,0,0,-7.31585,0.42
245,1689,CCCC(COC)C(=O)C1=NN=C(C=C1CCCF)F,6,1,0.6549773897196368,True,286.14928432,4,0,2.763200000000001,9,52.08,0,0,-6.44079,0.35
246,2662,O=C(C)C=C[NH1]C1=NC=NC1NC2=CC=C(F)C#C2,6,2,0.7998516637136699,True,258.091689192,5,2,1.2967799999999996,4,65.85,0,0,-8.22643,0.32
247,2968,C1C=CS=C(COC2OC=C(C(F)(F)F)C(Cl)=C2)O1,6,2,0.6407138148669439,True,313.99912752,3,1,3.067500000000001,3,27.69,0,0,-7.90921,0.31
248,3741,OC1=CC=CC=C1C(O)C(F)(F)F,6,1,0.7137971886640516,True,192.039814124,2,2,1.9879,1,40.46,0,0,-7.37443,0.62
249,1178,OC(CC)OCC1CCCC1NC2=NC=NC=N2,6,2,0.7404111209925444,True,252.15862588,6,2,1.1971999999999998,6,80.16000000000001,0,0,-6.79506,0.37
250,4263,CC=1OCCC=1C=2SCOC=2C3=NC4=CC=CC=C4[NH1]3,6,4,0.9151504499639916,True,286.077598688,4,1,3.646700000000002,2,47.14,0,0,-7.42051,0.47
251,2331,CCCNC1=CC=CC=C1NC2=CC(Br)CC#C2,6,2,0.6350652628954362,True,304.057510644,2,2,3.9749000000000025,5,24.06,0,0,-7.7345,0.36
252,6805,O=C(C=CC1=CC=CCC2C=CC=C2N)N=C1C,6,2,0.8233657335319046,True,240.126263132,2,1,2.4450000000000003,3,55.45,0,0,-8.88125,0.26
253,9056,O=C(CC1=CC=C(Cl)N1C2=CC=C(Cl)C=C2C(C)F)CF,6,2,0.7635785870912051,True,331.034225836,2,0,4.895700000000002,5,22.0,0,0,-6.83357,0.36
254,8753,CC1=CC=CC=C1C(=O)NC=CC=C(C)CC=C(F)F,6,1,0.796167035070045,True,277.127820604,1,1,4.355320000000003,5,29.1,0,0,-9.08271,0.45
255,6218,CC=NC1=CC=CC(Cl)=C1N=CC(F)(F)CCF,6,1,0.6928756540358393,True,276.064110724,2,0,4.759400000000002,5,24.72,0,0,-6.19976,0.35
256,482,O=C(C)C1C2CC=CC=C2NC3=CC=CC=C13,6,3,0.7945370171443222,True,225.1153641,2,1,3.2447000000000017,1,29.1,0,0,-8.01219,0.38
257,4640,NCCCC(F)C1=CC(Cl)=C(Cl)C=C1CC(=O)CCCF,6,1,0.7147788719078325,True,337.081176028,2,1,4.604200000000003,9,43.09,0,0,-7.01738,0.35
258,1286,CNCC(=O)CCCCC1=CC2=CC=CC=C2S1=C,6,2,0.6097873656395996,True,275.134385292,2,1,3.4498000000000024,7,29.1,0,0,-8.09384,0.37
259,2433,C1CCC(N)N=C1NC(=O)C2=CC=C(Cl)C=C2CC=CCF,6,2,0.8363512946467985,True,323.120068128,3,2,3.005200000000002,4,67.47999999999999,0,0,-8.22785,0.4
260,9951,O=C(O)C1=CC=CC=C1C=NC(CC)CCF,6,1,0.773163281850731,True,237.116506972,2,1,2.9419000000000013,6,49.66,0,0,-7.51299,0.49
261,6353,C=C1C=CC=C(S(=O)(C)N2CCN(C3=NCCCC3)CC2C4)C14,6,4,0.6896539946349712,True,333.187483484,3,1,2.1463,0,35.910000000000004,0,0,-8.28394,0.29
262,1059,C1C=CC=C1C2=NN=CN=C2NC(=S)C(=O)CCCC(C)=CC3=CC=CC=N3,6,3,0.6757427921226564,True,391.146681292,6,1,4.192100000000003,8,80.66000000000001,0,0,-9.18874,0.33
263,8482,CCSC=CC=C1S=CC2=CC=CC=C12,6,2,0.6106709108818689,True,234.053692448,1,1,3.923700000000002,3,0.0,0,0,-7.08179,0.29
264,6106,OCC1CCCCC1SCC=O,6,1,0.6787963616067848,True,188.087100752,3,1,1.4696,4,37.3,0,0,-5.47887,0.4
265,3472,O=CC1=CC=CC=C1C2=NC=NC=C2CCCF,6,2,0.7594073236996882,True,244.101191256,3,0,2.858200000000001,5,42.85,0,0,-6.49589,0.4
266,4075,O=C(C1=CC=CC=C1)C2=CC=CC=C2C3=CC=CC#C3,6,3,0.6422304874216214,True,256.088815004,1,0,4.184980000000003,3,17.07,0,0,-7.9105,0.59
267,1450,CCC(=O)CCC1=NC=NC1C,5,1,0.6252748112654712,True,166.110613068,3,0,1.6171,4,41.79,0,0,-6.16792,0.38
268,5903,CCCC1=COC(CCCC(=O)NCC(=O)N2CCC3=CC=CC=C3O2)C1,6,3,0.7612686422176133,True,372.204907376,4,1,3.124500000000002,8,67.87,0,0,-9.25646,0.38
269,365,O=CCC(O)CC=C(C1=C(C(F)(F)F)NN=C1C)CF,5,1,0.6253008320864925,True,294.099140568,3,2,2.4298200000000003,6,65.97999999999999,0,0,-7.04134,0.36
270,7634,COC(=O)C(C)CC1=CC(O)=CC(O)=C1OC2OC(O)=CC(O)=C2,6,2,0.6008942203032954,True,338.100167536,8,4,2.0257999999999994,5,125.68000000000002,0,0,-7.03244,0.36
271,2380,O=C(S)C=1SC=NC=1CCCF,5,1,0.762952907009399,True,205.003134096,3,1,2.1152,4,29.96,0,0,-5.43105,0.38
272,9058,O=C(C)CCCCCCN1C=NN=N1,5,1,0.6149101039773894,True,196.132411132,5,0,1.2126,7,60.67,0,0,-6.11414,0.51
273,3074,OS(C)(C)CCCCC1CC=NC1CCCC(F)F,5,1,0.620014500263989,True,295.17814192400004,2,1,4.588600000000005,9,32.59,0,0,-7.36929,0.29
274,5667,C=CC1N(C(=O)O)C2=NC=NC2C=C1N3CCCC3,6,3,0.7613350053358742,True,260.127325752,4,1,1.3233,2,68.5,0,0,-7.76418,0.32
275,9820,O=C(C=CC1=CCCC1)N(C2=CC=CC=C2)C(F)(F)F,6,2,0.6001769300619215,True,281.102748728,1,0,4.205900000000002,3,20.31,0,0,-9.40945,0.38
276,7033,CCC(CC)C(=O)NCCN(CC1CC2=CN=C(CNC)N2S1C3)C3,6,3,0.6036093036550396,True,367.240581676,5,3,1.1594999999999998,8,62.190000000000005,0,0,-7.11589,0.39
277,8342,CCC1=CC2(NCCN(C3=NC=CC=N3)C2NCC4)C4(CC)C1,6,4,0.8369549009962972,True,313.226645864,5,2,2.0809,3,53.08,0,1,-6.23461,0.35
278,3378,OC1C=CC=C(C2=CN=C3C=CC=CN23)[NH1]1,6,3,0.7468207958431093,True,213.090211972,4,2,1.1529999999999998,1,49.56,0,0,-8.26342,0.48
279,4921,CC=CC=CC=CC=C(C=CCCC1COCCO1)CO,6,1,0.6967834853220853,True,290.188194692,3,1,3.345400000000002,8,38.69,0,0,-8.4928,0.41
280,2167,COCCCC1=COC2=CC=CC=C2O1,6,2,0.7087759602808754,True,206.094294308,3,0,2.7258000000000013,4,27.69,0,0,-7.06417,0.53
281,1010,O=C(CC1CCOCC1)NC(C)CC(Cl)=CCC2=CC=CC=C2,6,2,0.815525083882497,True,335.165206752,2,1,4.063300000000003,7,38.33,0,0,-8.90408,0.47
282,7483,CCCCCCCCCCC1=CN=C(N2C=NC=N2)N=N1,6,2,0.6281224965650044,True,288.206244768,6,0,3.1355000000000013,10,69.38,0,0,-7.41561,0.45
283,6468,O=C(O)CCC=CC1=CC=CC=C1,6,1,0.7650472615249219,True,176.083729624,1,1,2.5646000000000013,4,37.3,0,0,-7.2945,0.64
284,6447,C=CCN(C)C1C=CCC1(C)CCCC(F)F,5,1,0.6134023787813208,True,243.179856176,1,0,3.874400000000003,7,3.24,0,0,-6.23964,0.3
285,8809,COC1=CC=CC=C1CCCNCCC#N,6,1,0.7130068643014431,True,218.141913196,3,1,2.13108,7,45.05,0,0,-7.05343,0.62
286,842,CC=CC=CC=CC1CC=C2C=CC=CN21,6,2,0.6430585512238767,True,211.136099544,1,0,3.7166000000000032,3,3.24,0,0,-7.74763,0.28
287,9208,OC1=C(C(=O)NC(C)(CCCC)CCCF)C=CC1,5,1,0.7073704129270993,True,269.179107228,2,2,3.5732000000000026,8,49.33,0,0,-8.0209,0.36
288,4784,OC(OCC=C(C1=CC=CC=C1)C(C2=CC=CC=C2)C=C(F)CCF)N,6,2,0.6558442835320272,True,359.16968541600005,3,2,4.318000000000002,9,55.48,0,0,-7.92133,0.36
289,9820,O=C(C=CC1=CC=CS1)N(C2=CC=CC=C2)C=CCF,6,2,0.7516926837862965,True,287.078013288,2,0,4.277700000000002,5,20.31,0,0,-6.94966,0.48
290,8109,OCCC=CC=C(C1=C[NH1]C=C1C(F)F)F,5,1,0.7498445204200088,True,231.087098664,1,2,3.2013000000000016,5,36.02,0,0,-7.85445,0.27
291,8773,C#CC1=CC=CC=C1NC(=O)N2C=CC3=CC=CC=C32,6,3,0.6649332099722016,True,260.094963004,2,1,3.7028000000000016,1,34.03,0,0,-9.68226,0.49
292,3120,CCCCCC1CCC2CCCCC21N,6,2,0.698949454250653,True,209.214349864,1,1,3.8644000000000016,4,26.02,0,0,-8.1056,0.43
293,2655,CCC=C1C=CC(C(=O)O)=N1,5,1,0.6476217095944671,True,151.063328528,2,1,1.3757,2,49.66,0,0,-6.27644,0.34
294,8163,C1CC=CC(NC(=O)CCCN(CC2=CCC(C3=CC=CC=C3)O2)CC)C1=N,6,3,0.635843582771817,True,381.241627232,4,2,3.988570000000003,9,65.42000000000002,0,0,-8.91788,0.39
295,2238,OC(C)OC=CC=C(SC1=NC=C(C(F)(F)F)C=C12)C=C2,6,2,0.676775513786644,True,315.054084284,4,1,3.9718000000000018,3,42.35,0,0,-8.83903,0.38
296,5055,CC1CCCC(C)N1C(C)C(=O)NC2=CC(F)=C(F)C=C2F,6,2,0.8630175599038841,True,314.160597952,2,1,3.693800000000002,3,32.34,0,0,-9.21498,0.48
297,8108,C1CCC(CCC(F)(F)F)SN1S(=O)(=O)C2=CC=C(C)C=C2,6,2,0.7636944175498456,True,353.073105476,3,0,4.138820000000004,4,37.38,0,0,-8.71746,0.51
298,1175,CCSC1=NC=CN=C1CCCNC2CCCC=C2Cl,6,2,0.6139877818706321,True,311.122296384,4,1,3.786000000000002,7,37.81,0,0,-6.73369,0.48
299,8059,CCCC(C(CO)C(C)C#1)C#1,5,1,0.6097578321313842,True,152.120115132,1,1,1.6643,3,20.23,0,0,-6.59842,0.32
300,2182,O=C(O)C1CSC(=O)[NH1]C1C2=CC(C(F)(F)F)=CC(C(F)(F)F)=C2,6,2,0.7715093942476172,True,373.020733468,3,2,3.922500000000001,2,66.39999999999999,0,0,-7.51708,0.43
301,1404,FC(F)(F)CC(C1=CC=CC=C1)=NC2=CC=CC=C2,6,2,0.7078432337062939,True,263.092184044,1,0,4.759800000000002,3,12.36,0,0,-8.97628,0.5
302,6303,CCC1=CC=CC=C1C=CN=O,6,1,0.6264058555606358,True,161.084063972,2,0,2.9861000000000013,3,29.43,0,0,-7.18311,0.51
303,7519,CCN(C)C1=CC=C(O)C(C#N)C1OC2(C#N)CCCC2CCC,6,2,0.8039945525147258,True,329.210327104,5,1,3.665060000000003,6,80.28,0,0,-6.4276,0.36
304,1424,O=C(CCC1=CCCCC1)NCC=C,6,1,0.6679389698192973,True,193.146664228,1,1,2.5692000000000004,5,29.1,0,0,-7.16975,0.57
305,4187,ClCC1=NN=CN1C(=S)CN2C=NC3=CC=CC=C3O2,6,3,0.6423035455908579,True,307.02945862,7,0,2.1618000000000004,3,55.540000000000006,0,0,-8.62745,0.33
306,6073,C=C1C=NCC1=CC2=CC=C3C=CN=CN23,6,3,0.7085896274007825,True,209.095297352,3,0,2.3583,1,29.66,0,0,-8.34144,0.27
