Unnamed: 0,idx,smiles,largest_ring,num_rings,qed,no_unwanted_frags,mol_wt,num_HBA,num_HBD,logP,num_rotatable_bonds,tpsa,bridgehead_atoms,spiro_atoms,mol,score
17,7193,COC1=CC=CC=C1C2=NC(=O)C3=CC=CC=C3O2,6,3,0.7042918726916664,True,253.073893212,4,0,2.8636000000000017,2,52.33,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d2a00>,-9.68029
18,9893,OCC12CCCC1CCC3=CC=CC=C32,6,3,0.741987671719425,True,202.135765196,1,1,2.663000000000001,1,20.23,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d2a60>,-7.35212
19,918,NC1C=NC=C1C2=CC=NC=C2C3C[NH1]C4=CC=CC=C34,6,4,0.8849439870648088,True,276.137496512,4,2,2.3916000000000004,2,63.3,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d2ac0>,-7.16394
20,1474,ClC1=CC=CC=C1C2CCNCC2=N,6,2,0.7309021825718515,True,208.076726096,2,2,2.4366699999999994,1,35.88,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d2b20>,-7.79798
21,9975,O=CCOC1=CC2=CC(OCl)=CC=C2O1,6,2,0.7520581661617107,True,226.003286384,4,0,2.543100000000001,4,48.67,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d2b80>,-7.13538
22,8409,O=CNC=C(C1CCCC1C)C2=CC=NC=N2,6,2,0.8062616844520132,True,231.137162164,3,1,1.9997,4,54.88,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d2be0>,-6.44733
23,4449,O=C(CC1CCC)CCC1CCC2C(N)C(=O)N(CC3=CC=C(Cl)C(Cl)=C3)C2=O,6,3,0.6401205441881678,True,438.147698116,4,1,4.371400000000003,7,80.47,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d2c40>,-8.54705
24,8119,NC(=O)NC=C1C=C(NC(=O)NC2=CC=C(C(F)(F)F)C=C2)CC1,6,2,0.6802877691507843,True,340.11471038,2,4,3.0568000000000017,3,96.25,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d2ca0>,-9.89815
25,4997,CCCN(F)C=CC1=CC=CC2=CC=CC=C12,6,2,0.7019299757334719,True,229.126677732,1,0,4.407000000000003,4,3.24,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d2d00>,-8.103
26,7803,O=CCNCCCC1=CC=CC2=CC=CC=C12,6,2,0.6067355878747989,True,227.131014164,2,1,2.5609,6,29.1,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d2d60>,-8.31341
27,9016,CC(C1=CC=CC=C1)C=CNCBr,6,1,0.6288341091463685,True,239.030961548,1,1,3.245800000000002,4,12.03,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d2dc0>,-7.21801
28,5702,C#CC1=NC=NC=C1C(C2C)C=CC=N2,6,2,0.640812123946251,True,197.095297352,3,0,1.5705999999999998,1,38.14,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d2e20>,-6.2603
29,4200,CC(=O)CCC=CC(=O)NCCC=1C=COC=1C#N,5,1,0.7567130236182186,True,260.116092372,4,1,1.73538,7,83.1,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d2e80>,-7.07668
30,9509,CCCC1=CC=CC=C1S(=O)(=O)NCCC2=CCC=N2,6,2,0.8396436273339266,True,292.12454888,3,1,2.665900000000001,7,58.53,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d2ee0>,-7.58659
31,3399,CC1CCN(C2=CN=NC=C2)O1,6,2,0.6220452407618149,True,165.090211972,4,0,1.0068,1,38.25,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d2f40>,-6.15477
32,2778,OCCOC1=CCCC2=C1CCC3=CC=CC=C32,6,3,0.8822983941435579,True,242.130679816,2,1,3.073000000000002,3,29.46,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d2fa0>,-8.30717
33,641,O=C(C1CCOCC1N)CCC(C=NC(C)=C(F)F)CF,6,1,0.7349395814689681,True,306.155512572,4,1,2.484,7,64.68,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d9040>,-7.39438
34,4253,C=CC1=NC=CC=C1NCC2C(C)NC(C2=N)C,6,2,0.7602775851165657,True,244.16879664,4,3,2.15267,4,60.8,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d90a0>,-7.76361
35,1400,O=S(=O)(Cl)OC1=CC=C(C2=CC=CN=C2)C=C1,6,2,0.8039449043804537,True,268.99134179600003,4,0,2.611,3,56.260000000000005,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d9100>,-8.0725
36,6355,O=C(C(C1=CC=CC=C1)=CN)CCF,6,1,0.7421253271443842,True,193.090292224,2,1,1.9149,4,43.09,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d9160>,-7.6116
37,445,CCCC(=O)C1=CC=CC2=C1C3=CC=C(Cl)C=C3OO2,6,3,0.6076856309784862,True,288.055321956,3,0,4.676000000000004,3,35.53,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d91c0>,-7.79395
38,497,O=S1CC=CC=C1SCC2=C[NH1]C3=CC=CC=C3[NH1]2,6,3,0.896327065664095,True,290.054755068,4,2,3.2585000000000006,3,41.13,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d9220>,-8.71165
39,2425,O=CC1=CC=CC=C1C2=CC=C(C)C=C2C3=NC=CC3,6,3,0.761961059814056,True,261.1153641,2,0,4.181020000000003,3,29.43,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d9280>,-7.49368
40,3992,CCNCCCC1CCCC2CC=CC=C21,6,2,0.6955375673533358,True,219.1986998,1,1,3.6787000000000014,5,12.03,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d92e0>,-7.83013
41,3972,CCC1CC=CC=C1C=CC=CC=CC(NC)CCF,6,1,0.6424082740505336,True,275.204928052,1,1,4.515100000000004,8,12.03,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d9340>,-7.57271
42,9666,CNCCCCC12CCCCC1CCC3=CC=CC=C32,6,3,0.7801480598793464,True,271.229999928,1,1,4.450500000000004,5,12.03,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d93a0>,-9.11527
43,9157,O=C(C1CCCO1)NC(C=CC(CCF)CF)CC,5,1,0.6913847319707068,True,275.169685416,2,1,2.561700000000001,8,38.33,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d9400>,-6.7292
44,8498,COC(CN(C)CF)CC1CCCO1,5,1,0.6122369753879663,True,205.1478071,3,0,1.4293,6,21.700000000000003,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d9460>,-5.45177
45,7136,CCCCC1=CC=CC=C1NCCNC2=NC=CC2,6,2,0.7349357542208852,True,257.189197736,3,2,3.3466000000000014,7,36.42,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d94c0>,-7.59453
46,2914,C=CCCOCC(C1)C(=O)NC1C2CC=C(Cl)C=C2Cl,6,2,0.6027194930664845,True,315.079284208,2,1,3.3491000000000017,6,38.33,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d9520>,-7.4253
47,416,O=C(C=CC)OCCS(=O)(=O)C1=CC=C(Cl)C=C1,6,1,0.6156715993488118,True,288.022307576,4,0,2.2330000000000005,5,60.440000000000005,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d9580>,-8.1599
48,4139,C=CCC1=CC(C(F)(F)F)=CC2=CC=CC=C12,6,2,0.6689605219421596,True,236.081285012,0,0,4.587100000000003,2,0.0,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d95e0>,-7.13608
49,3405,CCCCC(C)COC(N(C)C(C)C1CCC2=CC=C(Cl)O2)OO1,6,2,0.6006300071140515,True,359.1863361199999,5,0,4.642800000000005,9,44.07000000000001,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d9640>,-7.52014
50,215,BrCNCC1=CC=CC=C1C2=CC=CC=C2,6,2,0.6613424266437742,True,275.030961548,1,1,3.795600000000002,4,12.03,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d96a0>,-7.76316
51,6321,O=C(C)C1=CC=CC=C1C2=CC=CC=C2S(=O)(=O)C3=CC=CC=C3,6,3,0.6640430176351353,True,336.082015372,3,0,4.389000000000003,4,51.21,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d9700>,-8.58649
52,9528,O=C(CC(C)CCC=O)N1C=NC=C1,5,1,0.6677353032863107,True,194.105527688,4,0,1.5286,5,51.96,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d9760>,-6.15477
53,7969,C#CC(C)(C)C1=NC=NC1C(CF)CF,5,1,0.6371220047190382,True,212.112504888,2,0,2.0525,4,24.72,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d97c0>,-6.16103
54,7929,C1OC=CC=C1N2CCC3=CC=CC=C3C2CC=C,6,3,0.7632625690977711,True,253.146664228,2,0,3.5897000000000023,3,12.47,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d9820>,-7.53703
55,9138,CCCCNC1=NN(CC2=NC=CC=N2)C=N1,6,2,0.7608185602396967,True,232.143644512,6,1,1.3283999999999998,6,68.52000000000001,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d9880>,-6.70147
56,8653,CC=C(NC(=O)C1C=NCC1C)CC=CC=CC=CC,5,1,0.7395298234858293,True,272.188863388,2,1,3.421700000000002,6,41.46,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d98e0>,-8.3576
57,2055,CCOCC1CCCCC1CCO,6,1,0.7130287968185294,True,186.161979944,2,1,2.211700000000001,5,29.46,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d9940>,-6.4068
58,2238,CC(=O)OC=C1C=C(SC2=NC=C(C(F)(F)F)C=C2)CC1,6,2,0.6150491727773532,True,315.054084284,4,0,4.317200000000002,3,39.19,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d99a0>,-9.01
59,4842,OC(C1=CC=CC=C1)C(C2=CC=CC=C2)C=CC=CCCF,6,2,0.7147171327285012,True,296.15764351200005,1,1,4.975800000000003,7,20.23,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d9a00>,-8.26611
60,8073,NCCCCC(O)C(O1)N=NC2=CC=CN=C21,6,2,0.754961481110522,True,236.127325752,6,2,1.3737,5,93.09,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d9a60>,-7.44488
61,5571,[N+1]C[N+1]1=CC=CC=C1CC2=CC=CC3=CC=CC=C23,6,3,0.6361925459800748,True,247.12242632018,0,0,2.744300000000001,3,26.18,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d9ac0>,-9.74895
62,7248,O=C(C1=CC=CC=C1CC)CF,6,1,0.6299806307665334,True,166.079393192,1,0,2.4012,3,17.07,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d9b20>,-6.92285
63,7335,CN1C=NN=C1CNC=C(F)CCCF,5,1,0.7825268510261952,True,216.118652888,4,1,1.4652999999999998,6,42.74,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d9b80>,-6.29377
64,9529,COC1=CC2=CC=CC=C2C=C1C(=O)C3=CC=CC=C3OC,6,3,0.6794422526429612,True,292.109944372,3,0,4.088000000000004,4,35.53,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d9be0>,-8.72748
65,2858,C=CCCNC(=O)C1=CC=CC(Cl)=C1C#N,6,1,0.6429784977542891,True,234.055990652,2,1,2.5175800000000006,4,52.89,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d9c40>,-7.18697
66,9561,CC=NC(NCCC1=O)=C1Cl,6,1,0.6010747987537176,True,172.040340588,3,1,1.0474,1,41.46,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d9ca0>,-5.81351
67,5792,O=C(O)CC(C)C1=CCC=C1CCCC(C)Cl,5,1,0.6950119317311636,True,256.123007592,1,1,4.151300000000004,7,37.3,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d9d00>,-6.95957
68,6093,CCOC1CC(C)CC1C(=O)N2CC(C3=CC(F)=CC=C3)OCO2,6,3,0.8471385856443238,True,337.168936468,4,0,3.065900000000002,4,48.0,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d9d60>,-9.55696
69,1914,FC(F)(C)C=CCP(C=CC(Cl)=C1O)O1,6,1,0.606721792634862,True,254.00750031,2,1,4.104500000000002,3,29.46,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d9dc0>,-7.32449
70,7506,CCC1=CC=C(C2CC=3[NH1]C4=CC=CC=C4C=3C2C5)C15,6,5,0.7641847782962737,True,261.151749608,0,1,4.720100000000003,1,15.79,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d9e20>,-9.22419
71,2520,O=C(C=1)C=CCC=1CCOC(F)(F)F,6,1,0.7080959792195849,True,206.055464188,2,0,2.3683000000000005,3,26.3,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d9e80>,-7.17926
72,9069,CNC1CCCC1CCCNS(=O)(=O)C=CC2=CC=CC3=CC=CC=C32,6,3,0.6911368563400327,True,372.187149136,3,2,3.8982000000000014,8,58.2,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d9ee0>,-8.81767
73,7190,N#CC1=CC2=CC(C(F)(F)F)=CC=C2C1C(=O)C3=CC=CC=C3C,6,3,0.7360986103809652,True,327.087098664,2,0,4.900900000000003,2,40.86,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d9f40>,-9.80377
74,9642,CCC1=NC=CC2=C1C3=CC=C4C=C(C)CC43C2NC(C)F,6,4,0.8428644117852624,True,296.168876892,2,1,4.263600000000003,3,24.92,0,1,<rdkit.Chem.rdchem.Mol object at 0x14b7f24d9fa0>,-7.77268
75,8098,N1=C(C)C2=CC=CC=C2NC1=O,6,2,0.6296228179680178,True,160.063662876,2,1,1.2315199999999995,0,45.75,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24da040>,-7.08966
76,871,C=C1C=CCC=C1NS(=O)(=O)C2=CC=CC=C2Cl,6,2,0.9256139453449862,True,281.027727304,2,1,3.018300000000001,3,46.17,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24da0a0>,-8.78839
77,8218,OC(O)CCOC(OC1=NC=CC12)=CC2CCCF,6,2,0.6880419876859422,True,271.12198627600003,5,2,1.4833,7,71.28,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24da100>,-7.65124
78,4916,O=C(C)CCCCC1CC=CC2=CC=CC=C21,6,2,0.6851890129369619,True,228.15141526,1,0,4.336500000000004,5,17.07,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24da160>,-8.49755
79,4176,N#CC1=CC=C(Cl)C=C1C(=O)C(F)(F)CF,6,1,0.7706412936672408,True,247.00117612,2,0,2.999180000000001,3,40.86,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24da1c0>,-7.15124
80,8019,CC=CC=CC(C(=O)CCC1=CC=C(C(F)(F)F)C)=C1,6,1,0.6766409174555089,True,282.12314982400005,1,0,4.843000000000004,3,17.07,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24da220>,-8.70791
81,2060,CC=CC=C(NC(=O)C1(C)C2OCC1)O2,6,2,0.7077962710318865,True,209.10519334,3,1,1.303,1,47.56,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24da280>,-7.10003
82,8137,O=C(C)C1=CC=C(NC2=CC=C(C)C(F)=C2)N=C1N=C,6,2,0.6792500675384,True,271.112090288,4,1,3.807420000000002,4,54.35,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24da2e0>,-8.85404
83,9799,CC(=O)CC1C(C)OC2=C(F)C(O)=CC(O)=C2O1,6,2,0.8425377864390767,True,256.074701736,5,2,1.7442999999999995,2,75.99000000000001,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24da340>,-7.97074
84,9439,O=C(O)C=CC1=CC=CC=C1C(F)(F)F,6,1,0.7715289697162626,True,216.039814124,1,1,2.803200000000001,2,37.3,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24da3a0>,-8.32335
85,5206,C=CC1C=CC(C2=CC(Cl)=CC(Cl)=C2)C=N1,6,2,0.6966834410199838,True,251.026854712,1,0,4.272200000000003,2,12.36,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24da400>,-7.53759
86,9951,O=C(OC1=CC=CC=C1C)NOC(C)CF,6,1,0.8031346296133635,True,227.095771528,3,1,2.3730200000000004,4,47.56,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24da460>,-7.13156
87,252,O=C(COC1=CC=CC=C1Br)CCBr,6,1,0.7785518905381853,True,319.90475376,2,0,3.182000000000002,5,26.3,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24da4c0>,-6.73475
88,3749,C=C(O)[NH1]C=CC1=CC=CC2=CC=CC=C21,6,2,0.7621922409547357,True,211.099714036,2,2,3.4293000000000013,3,32.26,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24da520>,-8.9269
89,5785,CN(O1)C2=CN=C(Cl)C=C2C=C1C3=CC=NC=C3,6,3,0.738178710093315,True,259.05123962,4,0,3.009500000000001,1,38.25,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24da580>,-8.96701
90,7079,CCN1CCCC1C=CC(C)=C(C)C(C)CF,5,1,0.6561700127753853,True,239.204928052,1,0,3.968900000000003,5,3.24,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24da5e0>,-7.22083
91,5298,CCCS(=O)(=O)C=CC1=C[NH1]C2=NC=NC2=N1,6,2,0.8797514167122665,True,252.068096624,5,1,1.1,4,88.60000000000001,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24da640>,-7.33353
92,7771,O=COC1=NC=CN=C1CCCC2=NC=C(C3=CC=CC=C3)O2,6,3,0.6244623269231262,True,309.11134134,6,0,2.842100000000001,7,78.11,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24da6a0>,-8.8321
93,7964,C=CCC(O)C1CCCC2CC=CC=C21,6,2,0.6997385484131138,True,204.15141526,1,1,3.2260000000000018,3,20.23,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24da700>,-7.96039
94,9963,O=C(O)C=CC1=CC=CC=N1,6,1,0.6421059096092493,True,149.047678464,2,1,1.1794,2,50.19,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24da760>,-6.66488
95,6431,ClC=CC=CNC1=CC=C(N)N=N1,6,1,0.7232573435950458,True,196.051573968,4,2,1.7368999999999997,3,63.83,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24da7c0>,-6.50264
96,4238,CCCN(C)CC(C)C1CCCCC1C,6,1,0.6685383061040526,True,211.229999928,1,0,3.790600000000003,5,3.24,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24da820>,-7.0606
97,7371,C1C=CC(CN(C)C(=O)N(C)C(C)C)C=N1,6,1,0.6698790414548003,True,223.168462292,2,0,1.6352,3,35.910000000000004,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24da880>,-6.42553
98,932,CCCC(=O)CCCCCCC=CC1=CC(O)CO1,5,1,0.6152736487429047,True,266.188194692,3,1,3.5274000000000028,10,46.53,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24da8e0>,-7.36359
99,2225,N#CCOC1=CC=CC(=C1)CC#N,6,1,0.6961272497294027,True,172.063662876,3,0,1.65506,3,56.81,0,0,<rdkit.Chem.rdchem.Mol object at 0x14b7f24da940>,-6.05663
0,645,CC1=CC(C2CC(COCC(C)C(CO)C(O)C)OC=C2C)=NC1N=O,6,2,0.6104751286386784,True,366.21547206,7,2,2.4307,9,100.71,0,0,<rdkit.Chem.rdchem.Mol object at 0x1468d780e3a0>,-8.10554
1,2778,COCC1=CC=CC=C1OCC2=CC=CC=C2,6,2,0.7803747709272889,True,228.115029752,2,0,3.4120000000000026,5,18.46,0,0,<rdkit.Chem.rdchem.Mol object at 0x1468d780e460>,-7.85757
2,1005,O=S(=O)(C1=CC=CC=C1)C2=CC=CC=C2CCC(O)CN3CCOC4C3CCCC4,6,4,0.7301888552698446,True,429.197379472,5,1,3.4563000000000024,7,66.84,0,0,<rdkit.Chem.rdchem.Mol object at 0x1468d780e520>,-9.48526
3,9997,O=CC(C1=CC=CC=C1C)(F)CF,6,1,0.6587021555900662,True,184.06997138,1,0,2.32822,3,17.07,0,0,<rdkit.Chem.rdchem.Mol object at 0x1468d780e580>,-7.10495
4,1471,C1CCNC2=CC=C(CC3CCCC3)N21,6,3,0.7831999357391063,True,204.16264864,2,1,3.0364000000000013,2,16.96,0,0,<rdkit.Chem.rdchem.Mol object at 0x1468d780e4c0>,-8.24623
5,2951,COC1=CC=C(C)C=C1C(C)OC=O,6,1,0.6893768625217822,True,194.094294308,3,0,2.23762,4,35.53,0,0,<rdkit.Chem.rdchem.Mol object at 0x1468d780e640>,-6.02765
6,2690,CC1=C(CCC=CCC(C)CCC)NC=N1,5,1,0.6903645215337034,True,220.193948768,1,1,4.033220000000003,7,28.68,0,0,<rdkit.Chem.rdchem.Mol object at 0x1468d780e700>,-6.92017
7,3136,O=CCC1NC2=CC=CC=C2C3=CC=CC=C31,6,3,0.7903498373271846,True,223.099714036,2,1,3.409200000000001,2,29.1,0,0,<rdkit.Chem.rdchem.Mol object at 0x1468d780e760>,-8.1082
8,2690,C1C=C(CNCCCC(C)COC)N=N1,5,1,0.6240033547607575,True,211.168462292,4,1,1.9884,8,45.98,0,0,<rdkit.Chem.rdchem.Mol object at 0x1468d780e7c0>,-5.9647
9,6622,C1=C(O)CCC=C1CCF,6,1,0.6276457746748937,True,142.079393192,1,1,2.5081000000000007,2,20.23,0,0,<rdkit.Chem.rdchem.Mol object at 0x1468d780e820>,-6.19465
10,4815,CCCC(=O)N1CCCC1CCNCC=C2C=C(OC)CCC2O,6,2,0.6681741630559127,True,336.241292884,4,2,2.368600000000001,8,61.80000000000001,0,0,<rdkit.Chem.rdchem.Mol object at 0x1468d780e880>,-8.46548
11,3850,O=C(O)CC1CC[NH1]C=C1NC(=O)[NH1]C2=CC=CC=C2,6,2,0.6733473393478345,True,275.126991404,3,4,1.7336999999999996,4,90.46,0,0,<rdkit.Chem.rdchem.Mol object at 0x1468d780e8e0>,-8.61938
12,7193,COC1=CC=CC=C1C2=CC(=O)C3=CC=CC=C3S2,6,3,0.703439424077209,True,268.055800624,3,0,3.937100000000002,2,26.3,0,0,<rdkit.Chem.rdchem.Mol object at 0x1468d780e940>,-9.45546
13,2432,O=S(=O)(O)OC1=CC(C2C=C(C3=CC=CC=N3)NCO2)C=C1,6,3,0.8052423667003262,True,322.06234254799995,6,2,1.2577,4,97.75,0,0,<rdkit.Chem.rdchem.Mol object at 0x1468d780e9a0>,-9.08051
14,3376,CCCC=NC=CC=1SC=NC2=NC=NC=12,6,2,0.7614931901992287,True,232.078267384,5,0,2.879500000000001,4,51.03,0,0,<rdkit.Chem.rdchem.Mol object at 0x1468d780ea00>,-6.35688
15,1565,O=C(O)C(C)C1=CC(=C)C=C1,5,1,0.6508037572989233,True,150.06807956,1,1,1.7595,2,37.3,0,0,<rdkit.Chem.rdchem.Mol object at 0x1468d780ea60>,-7.06115
16,3563,CCOCCCCC(O)C(C1)C(C)NC=C1C,6,1,0.672763263964527,True,241.204179104,3,2,2.4559000000000006,7,41.49,0,0,<rdkit.Chem.rdchem.Mol object at 0x1468d780eac0>,-6.54575
17,2275,NC=1C=COC=1C=CC(F)(F)F,5,1,0.7149675031172137,True,177.040148472,2,1,2.4373000000000005,1,39.16,0,0,<rdkit.Chem.rdchem.Mol object at 0x1468d780eb20>,-6.76123
18,3519,COC1=CC=CC(F)=C1C(O)C(C)CC#N,6,1,0.8523489633684319,True,223.100856908,3,1,2.4174800000000003,4,53.25,0,0,<rdkit.Chem.rdchem.Mol object at 0x1468d780eb80>,-6.21127
19,8216,O=C(O)CC=CC=C(C1=CC#CC(O)C2=CC=CC3=CC=CC=C23)CC#C1,6,3,0.8105229356543545,True,354.125594436,2,2,4.167400000000002,4,57.53,0,0,<rdkit.Chem.rdchem.Mol object at 0x1468d780ebe0>,-9.89708
20,2772,CC(C)CCCCC1CCCCC1CO,6,1,0.6597498885010602,True,212.214015516,1,1,4.001500000000004,6,20.23,0,0,<rdkit.Chem.rdchem.Mol object at 0x1468d780ec40>,-7.40225
21,3125,CCC(COC=O)(O)C1=CC=CC2=CCOC12,6,2,0.7267424442711191,True,236.104858992,4,1,1.1219,5,55.760000000000005,0,0,<rdkit.Chem.rdchem.Mol object at 0x1468d780eca0>,-7.20883
22,6584,CCC1=C(C)C=CC(O)=C1OBr,6,1,0.8472599846246913,True,229.994241692,2,1,2.951720000000002,2,29.46,0,0,<rdkit.Chem.rdchem.Mol object at 0x1468d780ed00>,-5.77217
23,9228,CCC(C)(O)C1CCOCC1CCCNCN2CCCC=C2C,6,2,0.673438452202006,True,324.277678392,4,2,3.1270000000000016,8,44.73,0,0,<rdkit.Chem.rdchem.Mol object at 0x1468d780ed60>,-7.99465
24,8638,O=CNC1=CC=CC2=CC=CC(=C)N12,6,2,0.6612154406940112,True,186.07931294,2,1,1.413,2,32.34,0,0,<rdkit.Chem.rdchem.Mol object at 0x1468d780edc0>,-6.75861
25,8325,COC(=O)C1=CC=CC=C1C#CC=CC2=CC=CC#C2,6,2,0.6122328104153361,True,260.083729624,2,0,3.1384800000000013,2,26.3,0,0,<rdkit.Chem.rdchem.Mol object at 0x1468d780ee20>,-9.02377
26,5217,CC(O)NC=C1C(C2CCCC2)=NC=N1,5,2,0.6877143167905615,True,207.137162164,4,2,1.4288,3,56.98,0,0,<rdkit.Chem.rdchem.Mol object at 0x1468d780ee80>,-7.08884
27,2749,CC1=CC=CC(CC2=CC3=C[NH1]CCC3=C24)=C1P4,6,4,0.7009454947470629,True,253.102036142,1,1,2.926220000000001,0,12.03,0,0,<rdkit.Chem.rdchem.Mol object at 0x1468d780eee0>,-7.9291
28,9704,CNC=CC(C1=CC=CC=C1)CC(C)CF,6,1,0.7749233381247508,True,221.15797786,1,1,3.4990000000000023,6,12.03,0,0,<rdkit.Chem.rdchem.Mol object at 0x1468d780ef40>,-7.39348
29,3991,CNC(C)N1C=CC2=CC=CC=C21,6,2,0.7392852596838603,True,174.115698448,2,1,2.379200000000001,2,16.96,0,0,<rdkit.Chem.rdchem.Mol object at 0x1468d780efa0>,-7.11886
30,215,O=C(O)C1=CC=CC=C1C2=CC=CC=C2,6,2,0.8047468514889748,True,198.06807956,1,1,3.051800000000001,2,37.3,0,0,<rdkit.Chem.rdchem.Mol object at 0x1468d7815040>,-8.9304
31,5871,CC(C)C1CC=CN1C2=CN=CC=C2NC3=NN=C(C4CCOO4)N3N,6,4,0.6203686428832793,True,357.191322976,9,2,2.2719,5,103.35,0,0,<rdkit.Chem.rdchem.Mol object at 0x1468d78150a0>,-7.89766
32,7467,CCCCCC1C(O)C(O)C2=CC(C)=CC=C21,6,2,0.7859921604712621,True,234.161979944,2,2,3.0668200000000017,4,40.46,0,0,<rdkit.Chem.rdchem.Mol object at 0x1468d7815100>,-8.374
33,9213,C1=C(CCCC)NC=NC1,6,1,0.6302375740077736,True,138.115698448,2,1,1.692,3,24.39,0,0,<rdkit.Chem.rdchem.Mol object at 0x1468d7815160>,-5.435
